"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
78,79,40,100,6,71,16,33,16,0,0,32,46,58,100,80,0
66,93,50,56,80,100,0,55,17,35,59,0,100,52,0,29,0
100,100,74,85,34,59,0,31,7,1,68,0,60,18,0,18,0
92,100,57,80,21,53,0,22,37,0,100,14,76,37,7,32,0
69,79,48,57,69,19,0,0,30,34,93,63,100,100,37,76,0
53,100,27,90,6,55,0,20,46,0,100,16,53,34,6,19,0
55,65,100,87,61,100,53,66,71,29,40,0,0,21,39,47,0
91,100,48,79,23,50,18,18,62,0,100,18,55,38,0,34,0
100,100,49,86,17,59,0,28,18,0,76,6,61,29,7,17,0
19,74,75,62,78,23,3,0,28,38,94,72,100,100,0,80,0
100,86,47,100,0,73,42,43,85,15,28,0,37,36,84,66,0
97,100,65,82,33,53,15,20,54,0,100,19,58,39,0,35,0
20,70,39,100,100,88,67,44,30,1,64,0,22,41,0,85,0
100,100,63,79,35,57,12,34,4,9,44,0,60,21,0,20,0
100,100,21,86,64,41,71,0,13,23,73,66,74,100,0,70,0
46,100,9,78,0,51,4,24,37,0,100,7,67,24,22,6,0
50,83,26,62,58,100,14,60,2,30,50,0,100,51,0,34,0
72,100,32,80,9,49,13,16,59,0,100,24,59,41,0,31,0
62,100,36,92,12,57,12,19,61,0,100,22,51,41,0,27,0
81,100,30,80,2,52,0,21,45,0,100,11,72,35,21,19,0
36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,0
89,90,49,100,14,73,11,41,49,17,100,28,41,24,0,0,0
40,83,81,46,79,7,5,0,51,35,100,71,72,100,0,77,0
75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,0
38,81,92,100,100,66,65,33,37,0,100,20,67,51,0,72,0
60,100,19,76,1,45,3,13,56,0,100,20,44,27,0,5,0
100,86,49,100,3,79,37,43,59,5,9,0,0,40,43,70,0
100,70,46,94,32,51,87,9,0,0,38,46,80,91,19,100,0
100,100,48,89,12,65,0,38,15,12,79,0,70,26,3,23,0
84,100,52,74,28,46,16,17,55,0,100,21,61,38,0,26,0
69,94,0,81,73,55,100,21,32,0,20,33,58,67,51,100,0
100,100,65,90,32,67,5,40,0,8,40,0,36,27,0,20,0
75,100,44,70,23,34,47,4,100,6,89,29,36,26,0,0,0
66,100,37,93,9,62,0,30,29,0,100,1,91,23,22,13,0
57,95,59,56,76,12,0,0,28,33,100,60,96,100,21,88,0
54,77,30,37,0,0,13,25,55,54,100,80,89,100,37,86,0
100,100,54,83,20,55,0,24,34,0,92,12,79,38,16,46,0
61,83,19,100,3,62,15,21,0,0,0,40,47,62,100,79,0
100,100,48,80,17,54,0,26,25,0,96,4,84,23,19,12,0
100,87,9,100,0,67,74,37,94,0,21,15,60,56,93,94,0
36,93,31,55,79,100,0,73,31,53,27,0,100,37,32,46,0
36,86,0,75,35,34,12,0,11,35,75,68,100,100,12,89,0
73,100,27,84,1,51,0,15,47,0,100,4,82,19,34,10,0
100,100,48,100,9,68,0,31,35,0,100,1,76,29,19,15,0
59,61,91,100,37,92,36,46,45,0,0,6,35,36,100,38,0
60,56,56,100,0,79,46,38,100,0,45,1,39,48,91,86,0
58,95,60,64,100,32,83,0,17,20,62,51,69,85,0,100,0
100,100,62,88,26,61,0,30,14,0,68,2,63,23,12,13,0
100,100,72,90,41,62,12,31,9,0,57,10,47,33,0,23,0
75,100,30,89,1,51,0,9,57,0,100,27,45,39,10,11,0
53,61,100,73,92,100,55,72,58,36,51,1,0,0,29,31,0
70,100,45,86,11,53,0,15,57,0,100,26,67,57,0,67,0
100,100,81,99,48,74,19,47,0,15,30,0,51,25,8,29,0
49,49,100,79,54,100,8,68,35,27,0,0,6,35,71,63,0
0,77,50,100,100,72,40,39,13,0,74,1,23,38,12,77,0
100,75,49,100,24,61,100,27,91,0,0,18,66,55,93,85,0
100,100,57,97,21,68,0,37,10,6,78,0,82,23,9,19,0
100,100,59,90,20,62,0,31,15,0,78,1,78,29,12,21,0
56,76,18,100,0,69,57,37,71,0,12,20,62,55,100,83,0
76,56,75,100,0,90,35,53,95,21,47,0,57,44,100,85,0
29,83,0,83,41,42,53,0,17,20,50,61,100,100,29,95,0
63,100,32,73,11,45,0,14,45,0,100,10,68,19,13,10,0
10,23,56,59,67,100,0,93,44,57,100,25,50,0,16,26,0
65,66,61,100,13,67,76,34,90,0,0,5,32,44,100,75,0
80,100,29,84,0,47,7,8,79,7,100,41,30,35,20,0,0
64,83,16,87,11,43,0,0,5,33,54,68,100,100,25,90,0
90,100,53,76,29,46,26,13,67,0,100,24,51,37,0,28,0
71,100,34,74,11,42,24,9,76,0,100,22,45,24,0,6,0
100,100,48,96,15,64,0,31,25,0,95,8,94,38,25,31,0
73,100,26,78,5,43,13,8,69,0,100,31,44,36,0,9,0
100,100,72,88,52,60,34,31,32,0,75,4,51,25,0,24,0
5,28,50,60,69,100,17,90,60,58,100,24,49,0,0,22,0
100,94,4,100,2,57,87,19,0,0,7,44,78,87,7,91,0
5,66,16,100,100,98,69,58,29,20,75,0,21,32,0,71,0
83,100,41,73,11,42,2,8,59,0,100,25,43,28,0,7,0
25,88,39,61,92,24,27,0,15,33,77,68,100,100,0,88,0
76,100,37,76,8,50,0,21,41,0,100,8,95,29,34,21,0
93,100,52,91,23,57,11,20,60,0,100,29,41,30,0,0,0
83,63,77,55,100,15,35,0,23,38,70,73,63,100,0,78,0
100,87,96,100,49,73,11,44,0,10,60,0,73,27,16,27,0
0,39,62,67,86,100,6,87,38,54,100,26,72,0,1,17,0
7,91,34,60,77,100,0,69,8,39,32,0,100,43,8,39,0
100,88,32,100,0,64,55,31,40,0,5,30,55,66,91,98,0
77,100,28,80,4,52,2,23,44,0,100,11,51,28,0,14,0
55,100,22,77,2,47,0,16,46,0,100,10,80,30,31,16,0
46,100,19,77,0,49,0,20,42,0,100,7,77,28,27,17,0
50,100,10,67,100,100,14,94,19,56,0,0,89,29,1,40,0
0,69,35,100,100,94,69,49,26,8,71,0,36,40,15,83,0
62,95,12,76,74,39,100,0,21,6,30,57,65,100,0,66,0
28,68,37,100,96,94,82,47,66,0,100,6,46,36,0,70,0
50,100,18,76,2,48,0,20,40,0,100,7,68,28,0,27,0
100,100,66,99,23,69,0,35,17,1,94,0,86,30,10,29,0
81,100,46,75,19,49,0,22,29,0,100,10,97,33,20,32,0
100,100,48,88,14,60,0,28,26,0,75,11,58,42,5,49,0
69,100,35,94,12,59,9,23,55,0,100,20,38,28,0,2,0
5,92,82,100,100,67,57,32,12,0,80,11,70,46,0,66,0
53,97,31,66,44,20,9,0,0,41,54,67,100,95,37,100,0
55,100,43,41,100,42,61,96,45,43,10,0,98,20,0,27,0
66,100,28,84,8,50,14,14,61,0,100,21,51,36,0,28,0
100,100,56,93,21,63,0,31,19,0,79,6,77,37,17,29,0
72,88,13,100,0,67,28,30,22,0,3,34,51,62,100,90,0
100,100,54,79,19,52,1,22,35,0,92,9,46,26,0,12,0
67,73,40,100,10,69,34,31,29,0,0,24,51,47,100,72,0
92,78,27,100,0,67,67,36,100,0,14,5,40,44,95,76,0
26,93,15,77,97,45,95,1,0,0,42,45,100,88,23,100,0
57,100,20,77,0,49,2,19,46,0,100,13,83,38,35,26,0
100,100,76,78,53,57,33,35,24,12,59,0,53,19,0,21,0
60,65,95,100,100,76,67,38,37,0,76,8,57,44,0,62,0
100,82,39,100,16,71,56,38,68,2,0,0,21,34,93,55,0
100,96,47,92,36,58,58,20,17,0,0,33,27,69,65,100,0
100,100,19,93,0,53,27,11,1,0,29,41,79,77,54,96,0
71,82,100,100,44,69,0,35,8,0,90,12,75,32,5,11,0
100,100,74,86,47,61,23,32,14,0,50,1,38,25,0,26,0
70,100,28,85,2,52,0,17,53,0,100,22,52,44,6,28,0
85,52,85,98,0,79,65,39,100,0,9,13,62,56,100,100,0
100,100,50,79,13,52,0,20,44,0,100,13,61,28,6,17,0
100,100,57,85,26,62,2,36,0,7,44,0,70,20,24,22,0
100,84,57,88,73,43,63,0,0,6,45,45,99,80,83,100,0
80,50,77,96,21,100,58,55,77,9,0,0,24,46,100,82,0
100,100,66,92,26,63,0,27,27,0,76,16,56,50,5,46,0
77,90,8,100,1,64,55,31,60,0,0,27,29,65,100,89,0
50,100,17,76,0,49,0,22,37,0,100,6,93,29,31,20,0
70,98,0,99,36,48,93,0,4,0,16,46,100,79,48,100,0
59,100,24,75,0,46,0,16,49,0,100,13,60,32,3,25,0
100,100,70,86,32,63,5,37,0,10,51,0,62,15,3,17,0
24,49,98,70,100,100,49,74,84,35,69,0,0,18,69,45,0
9,41,73,80,0,100,28,56,92,16,35,0,22,42,100,74,0
44,93,4,83,43,42,40,0,0,16,48,52,100,86,49,100,0
56,95,42,62,38,17,0,0,27,38,64,69,100,100,53,94,0
95,100,39,87,4,53,0,15,61,0,100,31,38,31,21,0,0
100,100,60,82,33,58,14,31,11,3,50,0,46,19,0,8,0
66,82,2,100,0,67,57,37,62,0,6,22,32,60,100,84,0
53,97,0,72,66,38,95,0,29,15,71,55,100,98,15,100,0
82,100,40,81,6,52,0,18,51,0,100,16,58,35,8,20,0
100,100,45,85,12,55,0,20,45,0,94,20,59,45,3,31,0
61,94,57,100,15,68,0,32,28,0,100,7,65,34,33,14,0
32,68,0,100,38,71,100,37,75,0,13,18,35,59,90,95,0
85,100,49,87,12,57,0,22,45,0,100,15,78,47,18,59,0
100,100,64,86,28,57,3,24,29,0,80,15,50,34,0,18,0
78,96,9,75,100,66,82,100,17,54,0,0,81,18,24,61,0
100,88,77,100,43,80,17,54,6,24,24,0,40,22,0,26,0
81,100,32,82,6,55,0,27,23,0,100,0,97,25,16,18,0
88,92,2,99,16,66,94,37,70,0,0,24,42,65,100,100,0
100,100,79,80,54,59,32,38,21,16,50,0,79,16,0,16,0
76,67,75,100,0,77,49,40,83,0,5,12,36,52,100,87,0
100,100,55,82,23,54,0,23,33,0,87,15,66,44,11,40,0
100,99,52,100,17,70,0,32,24,0,68,16,40,45,3,28,0
54,73,37,100,0,71,49,36,76,0,19,19,53,56,100,91,0
100,93,74,100,30,74,0,44,2,10,57,0,96,23,44,33,0
86,100,38,76,8,48,0,20,50,0,100,18,74,45,8,57,0
96,100,51,76,17,50,0,20,41,0,100,16,73,39,4,33,0
67,100,27,73,4,41,6,6,60,0,100,24,52,37,0,22,0
95,100,46,78,11,44,7,6,66,0,100,29,48,46,0,28,0
100,100,65,88,26,61,0,30,13,0,71,6,61,34,2,34,0
73,100,35,86,3,53,0,16,54,0,100,22,53,42,4,30,0
100,100,48,81,14,53,0,24,35,0,97,12,43,29,4,16,0
58,100,0,84,75,60,100,24,35,0,6,32,45,68,30,98,0
4,71,54,39,31,0,0,10,46,46,100,80,80,100,2,77,0
100,100,62,85,32,57,11,26,25,0,58,21,35,45,0,35,0
100,100,37,77,61,40,67,2,0,0,34,38,83,72,70,88,0
64,100,53,87,20,59,0,28,24,0,85,0,100,26,41,33,0
20,89,57,60,100,30,82,0,0,8,5,41,45,71,85,100,0
100,100,47,87,13,57,0,22,41,0,92,16,62,43,23,23,0
63,100,6,82,83,55,100,20,24,0,0,34,22,70,13,95,0
100,94,76,100,36,67,3,30,31,0,90,15,59,46,0,34,0
81,100,79,99,34,67,3,33,25,0,100,9,76,37,0,26,0
43,93,30,62,45,25,0,0,6,30,53,61,100,91,53,100,0
100,100,45,83,14,61,0,38,3,14,66,0,97,15,21,7,0
81,100,50,80,23,60,4,40,0,19,31,0,100,13,42,23,0
72,100,37,86,12,55,0,23,43,0,100,14,57,34,8,20,0
75,97,0,100,47,68,100,35,63,0,5,23,39,63,86,97,0
31,76,52,64,76,26,13,0,0,35,53,69,100,100,16,88,0
88,100,39,100,67,59,77,17,5,0,0,31,60,61,100,94,0
86,100,59,92,19,64,0,33,21,2,94,0,100,25,26,20,0
100,100,52,83,17,52,2,18,40,0,81,23,55,47,0,38,0
100,100,60,93,22,70,0,35,14,0,60,6,65,38,21,49,0
100,100,48,99,12,68,5,30,39,0,91,8,59,37,0,35,0
100,100,4,85,92,59,99,21,11,0,0,32,73,62,49,86,0
100,95,52,100,58,58,59,14,1,0,0,29,52,55,98,75,0
70,98,0,89,60,61,100,26,49,0,12,31,46,68,81,100,0
100,100,65,89,35,63,9,34,0,2,44,0,55,25,7,19,0
100,100,52,83,16,58,0,31,16,5,84,0,66,23,7,24,0
82,73,74,100,32,75,73,38,78,0,0,2,34,33,100,60,0
100,99,68,100,32,70,10,35,20,0,76,4,59,31,0,23,0
84,100,52,90,13,57,2,19,58,0,100,25,46,44,0,19,0
43,93,23,65,55,27,21,0,0,33,48,64,100,93,45,100,0
78,100,29,80,6,50,0,19,44,0,100,15,72,37,17,25,0
54,92,0,100,16,65,66,35,72,0,22,15,56,51,100,84,0
100,100,56,90,20,66,0,34,9,1,55,0,67,31,26,46,0
100,100,56,82,22,55,0,25,26,0,78,9,61,36,6,38,0
63,96,3,100,26,61,54,21,9,0,0,28,50,56,100,84,0
65,100,0,89,67,60,100,24,38,0,29,38,55,78,3,99,0
16,82,51,50,100,17,13,0,0,32,60,65,89,100,16,84,0
60,100,20,91,32,52,45,12,0,0,5,35,53,54,100,73,0
77,100,65,90,24,61,0,28,33,0,100,8,69,32,2,27,0
97,66,100,100,53,84,59,43,50,4,0,0,25,36,83,57,0
0,81,50,53,100,25,69,0,28,24,44,54,78,84,39,100,0
14,84,43,52,44,12,0,0,19,38,59,69,100,100,57,98,0
74,100,49,87,26,59,20,28,29,0,100,11,86,39,0,49,0
100,100,52,83,8,54,0,14,57,0,100,27,58,50,8,43,0
73,97,43,100,49,55,42,10,0,0,6,42,56,60,100,79,0
43,87,43,51,47,14,0,0,29,33,71,63,100,96,45,100,0
87,100,43,78,13,52,0,24,31,0,91,10,100,37,41,41,0
100,100,66,90,29,63,0,31,13,0,67,4,78,35,29,46,0
100,100,59,80,22,53,8,18,39,0,80,24,47,45,0,37,0
61,100,26,77,13,50,11,23,39,0,100,14,68,37,0,48,0
100,100,77,97,45,71,17,43,0,12,32,0,62,24,24,29,0
16,88,0,68,63,38,84,0,22,15,57,58,100,99,58,100,0
100,100,53,81,19,56,0,26,20,0,78,0,96,24,47,37,0
100,76,70,100,0,73,64,38,73,0,17,23,83,58,79,88,0
75,100,58,75,38,47,30,18,62,0,100,13,50,16,0,10,0
67,100,33,79,6,49,0,16,47,0,100,12,70,29,13,25,0
88,93,2,100,22,66,100,37,75,0,0,11,28,52,88,86,0
100,100,51,80,16,53,0,23,31,0,93,9,87,35,28,27,0
57,93,0,71,61,42,100,6,31,0,40,42,71,82,21,100,0
100,100,64,77,38,52,23,26,36,0,87,13,64,37,0,46,0
93,100,41,80,12,54,0,25,29,0,100,4,97,29,26,36,0
100,78,64,100,0,75,57,37,46,0,24,31,82,68,100,98,0
94,97,0,90,60,56,100,18,29,0,32,38,85,74,51,100,0
11,100,49,67,100,35,93,0,49,16,69,53,78,90,0,89,0
100,100,63,81,33,60,11,40,0,16,33,0,83,12,65,32,0
100,99,32,100,23,64,93,33,75,0,0,21,39,58,79,94,0
65,100,4,79,73,52,100,17,31,0,0,35,49,68,69,97,0
100,100,44,94,8,59,0,17,51,0,92,27,48,50,7,21,0
42,75,62,57,100,25,42,0,0,26,33,60,76,92,42,100,0
100,100,59,83,31,63,11,42,0,20,17,0,69,8,48,24,0
100,100,58,87,30,59,19,27,40,0,84,8,45,21,0,12,0
93,81,43,100,22,69,63,36,60,0,0,2,33,31,100,47,0
100,100,63,77,32,52,12,24,28,0,76,19,51,37,0,22,0
86,100,39,79,11,52,0,23,35,0,100,9,92,33,22,34,0
100,100,60,85,25,58,0,28,13,0,71,6,46,23,15,10,0
100,100,59,84,28,56,13,26,41,0,100,9,54,22,0,6,0
100,100,44,78,15,52,9,26,29,0,100,12,79,37,0,42,0
100,84,42,100,0,72,39,36,75,0,32,16,63,55,69,91,0
100,100,53,88,20,61,0,31,16,1,67,0,56,27,3,32,0
86,100,46,81,18,61,0,40,0,19,32,0,100,3,46,10,0
91,94,13,83,67,52,100,18,16,0,0,33,36,68,48,100,0
100,100,69,80,36,54,17,27,19,0,83,3,67,29,0,40,0
100,100,71,80,42,59,18,38,0,14,23,0,52,19,22,32,0
81,100,50,79,23,52,17,22,70,15,100,31,44,19,0,0,0
77,87,87,57,100,19,13,0,28,35,83,69,94,100,0,79,0
48,100,16,79,0,46,12,12,55,0,100,10,75,29,33,16,0
23,57,70,39,100,0,40,1,51,43,89,83,60,100,0,75,0
100,100,73,96,45,68,28,37,27,4,76,0,58,24,0,22,0
37,90,4,97,35,57,100,22,49,0,0,33,54,72,35,100,0
0,20,57,51,94,89,38,100,44,61,100,30,76,0,12,14,0
48,100,24,75,5,40,2,5,59,0,100,26,43,30,0,5,0
62,76,0,100,22,68,90,37,100,0,13,8,13,47,68,81,0
100,100,33,95,0,60,47,28,48,0,5,21,40,59,87,92,0
57,100,0,75,62,40,62,0,2,15,56,53,100,93,23,95,0
100,100,75,90,44,67,19,41,0,13,26,0,49,18,2,18,0
77,99,43,77,34,36,0,0,23,34,66,68,100,100,39,78,0
72,64,54,100,24,73,54,36,45,0,0,19,41,53,100,80,0
13,69,78,100,100,73,59,36,11,0,87,11,87,45,0,69,0
37,100,28,83,10,47,16,11,66,0,100,23,51,35,0,23,0
22,75,58,41,38,0,0,8,55,39,100,74,60,100,7,76,0
95,100,56,93,18,62,0,27,37,0,100,8,74,32,15,16,0
73,100,23,83,3,53,0,22,42,0,100,14,53,32,9,13,0
74,100,51,87,25,54,18,19,62,0,100,21,49,37,0,26,0
100,100,60,94,33,62,22,29,47,0,98,12,58,35,0,27,0
55,95,0,100,26,67,64,33,50,0,16,29,47,63,100,90,0
38,76,0,91,39,45,75,0,24,12,58,58,100,100,37,94,0
88,97,28,91,26,43,100,5,0,0,37,51,94,100,31,87,0
25,75,85,100,49,72,18,40,0,7,51,0,100,28,49,29,0
20,69,35,100,100,95,61,53,19,11,67,0,35,38,0,80,0
53,79,0,92,19,58,80,27,57,0,26,34,80,68,100,100,0
100,100,55,91,21,65,0,34,17,3,66,0,69,25,19,25,0
15,62,56,100,100,88,74,43,41,0,88,8,65,50,0,60,0
81,85,34,100,40,66,60,30,26,0,0,22,47,51,100,78,0
28,91,49,71,100,35,55,0,0,24,32,63,82,100,45,100,0
100,100,66,80,35,60,11,39,0,17,29,0,74,16,35,20,0
100,83,62,100,22,73,0,44,3,13,70,0,95,22,8,21,0
89,83,59,100,41,63,59,23,20,0,0,29,49,54,100,73,0
0,95,32,69,68,34,45,0,30,25,70,59,100,95,30,100,0
100,100,29,98,39,65,88,34,81,1,0,0,27,34,84,62,0
10,99,34,69,100,36,83,0,7,19,31,56,72,92,0,100,0
100,90,90,100,54,73,31,43,29,12,88,8,58,18,0,0,0
47,100,27,81,57,37,26,0,0,23,56,53,100,90,40,98,0
94,79,40,100,13,65,59,30,67,0,0,17,45,52,100,83,0
86,100,48,79,13,52,0,22,45,0,100,16,76,40,6,35,0
98,100,52,77,18,52,0,25,25,0,100,5,97,29,23,22,0
100,100,59,79,26,54,2,28,1,0,58,0,58,21,0,19,0
95,68,77,100,21,76,60,38,68,0,0,15,29,53,100,81,0
86,100,0,95,32,56,100,22,30,0,5,36,80,68,52,99,0
0,68,73,45,100,8,20,0,37,38,92,72,85,100,7,81,0
92,65,50,100,0,82,47,46,87,6,42,0,54,45,100,79,0
76,100,34,77,7,48,0,17,47,0,100,13,78,37,21,29,0
99,100,61,78,37,40,41,0,99,0,100,33,47,50,0,28,0
100,100,81,81,39,55,0,28,8,0,75,4,66,31,12,25,0
99,68,58,100,0,78,47,42,100,9,39,0,47,41,100,73,0
38,63,74,100,11,86,34,43,67,0,0,7,27,48,100,76,0
14,99,16,67,67,33,74,0,0,17,44,48,100,77,39,100,0
57,94,39,100,11,69,0,35,23,4,97,0,100,24,41,5,0
3,57,83,70,100,100,6,85,20,52,71,20,0,0,37,32,0
82,97,35,100,0,67,0,25,45,2,100,10,61,23,14,0,0
100,100,65,79,39,56,17,32,8,5,49,0,47,18,0,12,0
85,69,47,100,0,75,44,38,72,0,16,16,57,55,100,87,0
100,100,54,89,18,61,0,27,29,0,83,11,61,35,7,25,0
78,100,43,76,10,47,0,16,57,0,100,24,51,44,9,23,0
91,98,48,100,12,60,0,15,55,0,100,27,39,38,5,5,0
28,6,64,48,100,91,53,100,22,59,80,31,66,0,0,2,0
69,100,43,92,15,58,5,21,50,0,100,20,48,34,0,15,0
90,94,13,95,26,56,96,27,52,0,0,26,45,64,100,100,0
96,85,31,100,44,64,96,27,37,0,0,31,72,62,100,91,0
35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,0
100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,0
100,100,60,89,26,65,3,36,0,4,43,0,51,26,12,31,0
95,85,100,100,61,71,41,36,50,0,93,3,58,30,0,26,0
100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,0
63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,0
93,93,60,100,19,71,0,39,23,8,100,9,86,26,38,0,0
44,68,58,44,100,7,0,0,7,36,78,68,93,100,11,74,0
79,100,35,80,6,52,0,22,43,0,100,6,75,31,17,31,0
54,63,100,76,80,100,43,75,51,35,47,0,0,16,27,46,0
70,100,49,82,26,52,19,20,62,3,100,19,43,20,0,0,0
53,93,3,71,47,34,23,0,0,29,59,63,100,100,9,98,0
100,100,56,91,25,68,4,43,0,15,37,0,61,20,12,24,0
72,100,5,97,53,52,93,6,0,0,11,43,100,77,58,99,0
38,100,16,80,3,50,0,20,48,5,100,20,47,24,22,0,0
80,74,100,100,56,70,29,35,36,0,100,13,67,38,0,24,0
100,99,81,100,43,74,13,44,0,8,44,0,60,27,13,35,0
100,100,51,96,18,67,0,35,12,4,79,0,94,25,32,24,0
70,92,0,83,57,49,100,13,16,0,5,37,48,74,64,100,0
50,90,0,89,62,47,88,0,5,4,42,51,100,95,11,100,0
100,100,56,87,24,59,5,27,29,0,79,9,38,24,0,2,0
82,100,39,78,17,48,19,17,66,0,100,21,44,31,0,13,0
61,90,67,61,99,100,9,71,17,56,0,0,100,25,17,61,0
73,78,10,73,60,35,43,0,0,25,57,62,100,100,20,96,0
5,55,79,87,5,100,38,53,67,6,0,0,27,47,100,84,0
100,100,66,80,41,56,23,29,18,0,54,0,38,18,0,12,0
100,100,46,91,14,64,0,32,8,0,62,0,55,27,6,27,0
60,100,14,67,100,55,80,98,39,56,0,13,80,0,50,45,0
57,87,0,100,17,63,100,28,94,0,20,34,89,71,37,87,0
35,100,0,88,58,44,55,0,30,39,100,73,94,97,28,84,0
100,99,59,100,27,72,6,40,0,6,43,0,55,29,6,15,0
59,100,9,86,61,44,74,0,0,1,53,39,100,82,35,88,0
70,99,42,69,35,30,0,0,19,29,60,58,100,88,54,100,0
66,91,22,73,50,27,19,0,0,33,65,60,100,96,24,100,0
100,100,54,88,22,64,0,35,6,7,57,0,65,21,14,21,0
77,100,28,80,63,41,59,0,0,10,47,44,100,75,61,94,0
0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100,0
30,63,61,100,100,82,76,39,42,0,74,9,53,49,0,63,0
52,98,69,67,78,28,13,0,0,26,54,58,100,93,54,100,0
100,100,62,89,28,64,1,34,0,0,43,2,45,32,5,23,0
72,100,26,94,0,62,0,28,38,0,100,4,67,24,21,1,0
80,100,27,78,0,42,21,6,99,8,100,37,19,30,10,0,0
64,89,66,58,74,8,0,0,20,41,92,64,100,100,24,95,0
100,91,96,100,50,70,9,40,0,6,76,0,93,26,28,21,0
97,100,49,92,15,65,0,35,15,6,74,0,100,23,45,29,0
75,100,32,76,9,50,0,22,37,0,100,15,89,40,39,22,0
100,100,66,90,25,59,0,24,36,0,98,12,62,34,0,26,0
55,68,71,40,100,6,5,0,14,35,66,68,89,100,0,83,0
41,58,99,39,100,1,27,0,33,40,80,75,66,100,0,83,0
19,90,57,61,96,19,17,0,2,34,81,64,100,100,0,99,0
100,100,72,90,35,66,6,38,0,8,50,0,69,19,14,22,0
100,100,73,92,34,69,6,42,0,12,50,0,91,17,37,23,0
21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,0
100,100,53,87,24,59,2,31,0,0,50,4,62,30,12,32,0
100,100,47,96,10,69,0,37,32,8,88,0,84,25,26,25,0
100,85,59,100,17,76,0,39,20,2,68,0,49,29,1,21,0
100,100,46,88,13,61,0,32,16,4,90,0,81,20,20,3,0
72,100,2,77,59,36,100,0,0,7,31,52,100,92,22,91,0
100,100,50,85,16,58,4,25,34,0,80,15,40,27,0,6,0
82,100,0,85,67,49,100,10,6,0,12,41,82,77,69,99,0
92,100,45,88,19,53,20,14,69,0,100,31,48,37,0,13,0
100,100,48,84,15,53,1,19,47,0,100,24,60,39,0,19,0
82,86,0,67,38,29,96,0,25,20,65,61,100,100,18,73,0
57,100,22,81,4,52,0,23,36,0,100,9,67,27,7,15,0
0,77,52,57,100,26,54,0,23,24,56,58,75,94,21,100,0
85,100,80,95,37,67,2,37,0,6,76,0,100,25,7,25,0
97,91,33,93,55,46,54,0,0,10,49,49,100,87,30,100,0
100,97,88,100,53,70,25,36,17,0,69,10,58,39,0,29,0
100,100,62,87,21,60,0,27,31,0,93,7,87,37,32,55,0
84,74,74,100,32,74,58,34,49,0,0,8,48,37,100,62,0
59,100,28,71,26,20,0,0,28,40,72,67,100,99,49,99,0
3,61,69,34,69,0,0,13,45,46,100,78,71,100,29,71,0
32,84,66,100,100,80,64,40,30,0,68,11,36,52,0,91,0
100,100,53,79,19,54,11,24,45,0,98,8,51,21,0,7,0
86,74,21,100,0,73,66,38,100,0,12,8,49,49,100,76,0
100,99,89,100,46,75,15,48,0,20,43,0,96,10,24,22,0
91,100,36,85,3,56,0,22,45,0,100,9,60,25,18,2,0
65,100,0,79,67,41,99,0,10,3,41,42,100,80,6,90,0
25,67,79,49,100,13,51,0,54,37,78,73,61,100,0,79,0
79,100,38,76,8,49,1,19,47,0,100,9,47,21,0,8,0
44,76,61,100,6,75,41,38,70,0,0,0,33,36,100,62,0
100,99,72,100,54,71,44,41,42,10,69,0,47,25,0,29,0
70,100,23,82,0,51,8,18,71,1,100,28,29,29,11,0,0
73,95,7,76,78,40,100,2,0,0,37,41,82,82,51,100,0
50,100,20,75,2,46,0,17,43,0,100,10,73,32,16,24,0
37,89,25,54,80,20,15,0,0,26,62,58,100,97,23,100,0
87,80,54,100,24,68,61,34,37,0,0,19,52,48,100,80,0
100,83,29,100,27,65,86,32,59,0,0,21,45,58,99,89,0
100,82,61,100,50,68,72,31,38,0,0,16,31,49,78,76,0
100,100,53,93,22,60,14,21,58,0,97,26,58,54,0,50,0
98,100,64,86,38,54,31,20,72,0,100,26,51,39,0,24,0
17,97,25,59,85,100,0,82,27,51,23,0,100,36,19,33,0
100,100,58,78,25,53,8,24,31,0,82,13,45,31,0,14,0
72,100,3,76,100,63,49,99,29,45,0,28,53,0,33,48,0
30,81,62,43,64,0,29,15,62,52,100,87,58,100,0,87,0
89,100,34,81,9,54,0,25,26,0,98,6,100,26,32,25,0
95,100,50,82,19,58,0,31,18,6,73,0,100,14,44,12,0
100,100,56,82,27,55,6,27,20,0,91,10,69,30,0,22,0
100,100,61,96,33,73,11,48,0,21,24,0,59,15,17,22,0
86,59,56,100,0,81,48,42,71,0,11,8,45,52,100,88,0
100,100,53,91,16,58,0,20,49,0,99,24,64,56,5,53,0
49,91,31,63,71,29,11,0,0,32,49,67,100,100,0,83,0
13,65,73,34,94,0,0,0,27,34,82,65,100,100,27,77,0
68,100,55,83,27,56,0,27,14,0,100,2,73,27,52,11,0
97,75,60,100,35,68,68,32,49,0,0,22,39,57,100,83,0
95,69,60,100,35,66,63,28,24,0,0,23,41,56,100,82,0
