"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
1763,774,337,1221,31,1196,-389,554,2823,632,-92,694,1919,959,46,84,-107,-476,-1598,1258,1
-1422,-149,611,766,1403,556,1515,408,2728,143,1148,-98,-505,2464,-2095,-28,-37,423,726,-426,1
-3574,1907,1849,1835,3129,-503,2307,-2327,107,192,-376,1134,1916,2245,-837,-2117,67,614,2442,-1186,0
1668,144,1494,1054,-388,-2592,-923,962,-1283,222,1135,-2,134,2332,-328,738,211,726,729,79,1
2075,-906,1105,-1164,85,609,145,75,-85,173,171,-1405,-372,519,898,-133,749,623,2357,1024,1
-1699,-2053,-106,-1614,-476,-1602,292,1042,-3915,2838,-2185,5061,-2524,-2447,2319,-1416,174,403,-83,33,0
2255,-229,553,-689,134,895,-896,159,467,-861,666,818,343,941,98,-1153,-1556,1742,1846,1379,1
1374,-217,1387,1244,-1392,-1193,122,978,-416,-5418,1362,-1029,698,-45,-397,-1477,-459,-1808,27,-6,0
-938,-1233,-95,496,-148,3023,112,-3541,2462,-311,-2293,3321,-239,37,318,2967,414,-212,731,-64,0
-486,-416,149,104,451,2232,-138,-367,2231,133,-1316,771,277,348,1101,1846,573,122,-226,429,1
-678,1525,-1731,-21,601,3458,2054,-173,-2223,-316,-3225,-207,1136,-2662,-3855,1309,43,-3678,-4922,498,0
-126,537,-402,1378,-216,612,1325,1306,1013,-993,1462,188,-193,916,2826,-563,295,93,-792,1467,1
-745,-1486,382,-1269,-5,506,-1777,-2926,393,1501,-24,-1771,-1522,448,595,-2403,4106,802,247,-497,0
-1158,2721,124,-74,-911,87,-726,-1104,3301,-1453,123,-1754,2493,412,1419,111,-585,-1157,-179,619,0
909,-175,97,221,2218,1275,-427,906,-455,1874,-1084,2905,869,-786,5386,-58,275,-556,-2999,-891,0
-963,1201,35,401,346,-172,-1588,832,-754,-61,-139,-596,382,83,-923,175,-242,-336,16,-104,1
543,882,642,877,1422,1345,1517,816,237,1156,1697,-429,-264,79,697,107,1453,-605,2178,2084,1
611,-5379,-735,55,13,-1857,917,-813,2156,2214,468,1466,-3329,2457,4587,-1118,792,-3052,-1118,-1275,0
778,328,544,76,318,1454,-916,-784,401,-1311,-677,961,412,1468,105,-125,-29,1294,879,-97,1
-1328,3546,-964,3926,-1347,-946,-1948,274,122,2611,2358,-1927,1123,1135,-3656,-1516,1498,-1777,1395,307,0
-544,548,-343,2178,3187,-1316,-3834,2857,-2044,-1243,431,-1431,3127,1078,-1848,754,-2406,-395,-1065,-3027,0
1083,-1912,1802,-2523,1068,72,-3906,1038,1378,954,1873,-2273,668,-134,3002,-1812,-1104,-1488,-173,2025,0
123,-728,653,-361,601,-93,-1271,874,-2119,-498,108,-1307,199,-622,626,-261,-539,632,-858,216,1
1057,2761,341,2022,-455,-1182,1421,-2082,56,891,-1492,1106,1165,2636,662,1643,768,948,-7,224,0
435,-183,404,1151,-1517,5712,-2096,-518,2717,1554,-1972,1762,-1454,1458,-2601,385,-994,-872,67,-272,0
1434,-1114,-155,1519,-881,-434,1009,-541,-751,-399,378,1315,31,9,-673,448,683,147,808,1518,1
976,-115,-231,-42,2105,-899,1293,1168,455,2524,2087,2086,-105,2485,-4,812,2311,-907,1264,-1036,1
-956,-75,621,-1041,1132,1904,-1518,853,114,-2698,-3614,-662,174,248,206,2133,-1768,-1426,-293,-211,0
1199,-2083,-2893,-1453,2911,-566,1913,-632,-211,-922,61,599,1422,-3702,-1384,-1147,439,105,3021,1006,0
-991,177,234,536,5375,-135,-1253,297,-676,-1019,2586,-356,5146,2972,1731,2381,2183,-408,-1023,1567,0
-308,-53,2204,-522,124,425,-42,198,902,1196,1701,638,886,-476,-1906,-1159,-463,26,647,-1223,1
984,1907,624,-598,806,-216,593,-17,-84,-192,1703,-82,2569,-1201,941,451,-52,1383,877,987,1
2532,-314,501,2637,1637,1273,-133,-1818,-822,-766,-1722,1745,-4467,645,-439,-3086,679,1194,-3607,-804,0
-275,125,379,-103,-179,134,633,1468,257,1057,2085,116,5,514,858,1301,72,-1194,-118,1619,1
423,-651,-1168,414,1206,394,604,1774,-1556,251,956,6,-125,1095,1389,935,9,-204,546,-229,1
498,1386,-474,-906,282,918,-523,-524,732,1091,-14,-311,522,8,815,837,-58,19,259,14,1
74,2707,525,-2278,1066,-3821,-1002,-49,691,-2674,-1756,1365,-1102,-1611,-174,3233,-2046,-3574,-2424,392,0
42,-558,-105,-194,143,457,-514,-2173,22,-105,148,864,-1235,86,585,594,-1093,105,2015,1882,1
-68,-1772,-457,2755,-798,404,-478,-916,-1716,3087,-2812,-179,186,336,584,247,-526,-973,2343,-3477,0
-745,-3506,47,-1526,-61,715,-37,412,-2049,225,-727,-1291,-2438,-423,278,-6662,-271,-2039,-1038,-1231,0
1182,854,1412,-23,429,-938,1574,1428,1113,588,1985,-568,6,-4,224,201,917,534,1046,753,1
445,-101,797,-1077,895,3022,2329,1206,-1169,-46,972,-439,735,-428,-252,841,44,-192,91,1714,1
-1433,43,3021,-4126,-566,2695,1368,-237,-2219,1639,2373,1733,166,-237,1413,-1198,-976,2861,421,-3413,0
-1402,-1222,-1818,93,186,-3915,3431,-584,1297,1,-88,21,4537,794,1165,2924,1963,135,-1031,5474,0
-2854,-1948,316,-915,-1793,692,163,-1678,-27,1709,5147,-1798,-306,-1085,435,-558,934,-1136,-1513,-2197,0
-823,-1195,2265,-2785,1415,2438,35,1281,192,526,-1547,-433,-487,-29,-486,1521,5342,-1704,205,-412,0
1418,-1731,1484,748,1685,-128,1657,187,1173,307,991,137,319,-87,48,1111,-91,894,1823,328,1
393,2028,-1038,1274,-248,1328,2109,-523,638,1223,63,427,-1332,-199,895,825,607,675,2271,-59,1
496,951,32,-153,1363,-9,61,92,61,62,-1238,225,944,1336,-383,1304,-5,69,593,1067,1
579,488,615,1154,935,-83,607,1246,777,-36,1138,-278,1686,2326,279,693,-1026,291,1511,1758,1
3318,334,-496,-386,-2244,2275,-961,-1359,3512,-229,3789,-671,459,-1034,2752,-208,4587,267,-514,-3706,0
214,1223,-196,12,-548,1009,1973,1624,-18,1258,61,979,-925,-389,-189,143,-555,-446,199,-2024,1
-1451,3188,1207,-57,555,-2269,-3191,486,1702,-1762,-378,1576,-178,107,-9,-719,7,686,-487,-3873,0
407,1389,-662,918,119,74,378,-352,6,1067,-564,1504,-3874,485,-3304,-1494,594,-1682,3102,-122,0
-1384,-1052,1241,2169,-26,1718,-2581,-926,68,-1992,-2384,-1985,1158,1477,1546,2708,13,681,926,93,0
1806,-742,145,1601,-333,-336,1201,1082,-424,-384,1108,-806,2383,1471,1524,-274,-116,333,125,2559,1
223,-2031,47,-1841,4057,-1434,4192,5668,192,-1648,1179,-2483,1943,1016,-712,2699,3122,907,1611,-3825,0
-1,1561,1319,2323,776,2368,728,-397,-921,-1215,36,4,383,233,1367,-6,1631,144,815,-443,1
-3167,-1476,-1005,2647,991,1803,-741,-2188,-29,-2271,-2858,-2456,-821,-3789,202,1233,-152,-3881,-258,1118,0
924,-843,356,-508,1009,1646,829,27,1538,-588,1273,896,-169,-901,1,935,-1689,231,1143,636,1
-4349,1548,-792,-2668,-918,-131,163,3642,-26,-2321,4436,-46,3164,-572,-4477,-3905,-1016,-2875,-1802,-394,0
318,1989,2318,1575,1705,-345,-422,1134,1319,158,1065,15,-1486,603,57,416,329,1663,998,663,1
-409,873,1338,1792,964,871,1853,-204,526,477,1548,-8,189,15,1288,1516,18,1529,62,-112,1
3183,-592,1338,-1042,1944,84,908,-1122,3057,341,1977,-537,-1101,-577,-4597,-497,32,469,-408,-444,0
2185,758,1446,-3841,793,14,869,-136,-2646,-292,-4924,1865,-1514,-691,-823,-3038,566,405,-1178,-728,0
-304,385,1369,-1219,238,149,175,32,-718,136,228,-198,882,-44,576,2324,852,-208,-391,658,1
1053,-27,-45,1406,1526,673,-2309,522,-109,547,287,-527,1643,-419,113,498,-349,-71,1313,905,1
1885,732,-183,7,1164,1246,96,1924,789,-25,-196,52,-26,412,245,164,1756,1518,1186,61,1
1021,-128,688,-811,-2178,508,4498,-2914,1056,3803,-1388,1963,-3395,35,-369,-1061,-16,859,-603,506,0
2274,-2142,3024,-191,664,-3562,1067,245,2381,1203,311,1306,611,1923,-578,1577,405,-2749,2341,1208,0
1468,969,-126,-404,745,496,554,-55,257,1445,-473,737,2079,1699,31,179,-311,-1512,135,-1,1
-457,1435,562,-47,1862,72,1709,1463,681,999,51,1146,1004,-273,466,1808,-38,-376,2425,1632,1
-206,552,-1518,694,567,4162,145,1417,-2256,-616,653,2481,1489,-164,2241,2304,-2095,-294,-45,-1203,0
126,77,1443,-1368,-443,-486,-1648,-806,5052,-1736,-4704,-1852,1241,-64,-1043,2,277,-1591,1226,28,0
1403,-252,-23,708,1339,-2231,395,2186,37,12,133,-226,-221,795,-215,2076,-453,-584,41,-765,1
-123,-514,-45,2319,226,-12,-58,79,1283,-541,1349,2563,3283,355,1036,671,264,1533,367,-334,1
1026,-277,-1309,-488,987,-721,593,-49,372,521,-545,1354,1042,422,433,728,173,-5,1402,325,1
2281,993,1512,-1565,1583,-47,357,28,42,2733,-1074,1575,2096,1816,-126,527,2905,-786,-102,1244,1
-2854,-1158,-171,-1278,1432,3519,-118,2,1152,-1492,-78,1534,365,-315,1027,-2583,3072,364,4463,3023,0
736,-277,65,71,743,216,137,1038,2829,1406,688,224,11,349,824,1026,5,-218,211,-1192,1
376,-1412,-8,1685,-2915,-3805,725,389,-154,1028,609,783,-9,-1503,2136,1685,-1414,-228,-1226,-141,0
251,1463,-628,-1711,-225,122,846,-198,1323,683,-209,391,801,-582,1856,442,-186,1484,1065,129,1
-714,1515,891,1711,2001,-252,-1212,631,681,952,949,39,1623,-16,-282,14,-193,59,1813,-414,1
653,34,884,688,-428,3413,2761,1336,2778,1261,1733,5,-62,968,-276,2002,473,2354,47,-541,1
962,-1151,2669,208,21,-1519,-194,1081,196,-1308,-54,-1527,1929,-284,746,142,1078,-327,1014,-1919,1
836,-708,-1765,2345,-2066,-1043,1371,164,1636,684,-53,-91,138,2246,-311,971,28,102,1847,-593,1
701,953,215,359,1848,-118,-1489,2044,1213,1209,1325,1565,-851,-188,523,2252,-27,372,-425,-486,1
-1628,408,679,948,-1061,665,-84,2976,105,2819,-632,43,-926,-2415,-2903,1621,465,213,-983,-3273,0
-1531,3739,-532,2037,-3365,-3103,2202,-1107,1653,-1279,4038,1878,-3124,-345,262,365,-4889,177,-269,253,0
1272,2323,792,102,724,-131,1077,157,-1487,-923,131,314,-79,-387,-451,113,-49,1332,-347,-107,1
-293,1028,-1534,2885,16,465,1138,-14,1408,949,-854,-637,-131,652,494,896,1282,2374,101,-1351,1
-332,491,1637,77,-1147,-1395,-2748,27,-2,1542,405,-564,-578,-1424,986,903,674,42,1633,-4518,0
-363,465,57,373,815,-112,2283,-452,942,1316,104,44,627,714,305,275,2747,1025,16,-378,1
-2309,2506,409,-363,642,1558,-2025,-3,906,-3169,1962,-1504,3539,301,73,2321,-699,-1874,-82,115,0
-66,1491,1099,-2013,557,-1801,-1171,291,-8,-2044,-7803,956,4344,1497,2106,-1156,2499,182,1696,-2839,0
1027,-552,978,27,847,1338,-1256,-5,-885,71,-519,1112,123,1306,1371,29,1047,197,246,-863,1
-2838,-1719,1927,-331,207,-709,-1989,545,1138,-1351,-2306,3204,-123,1334,-923,-155,3627,-187,-1664,-657,0
1518,107,1017,2416,93,-595,2026,1643,553,-796,973,458,1768,-234,-534,56,-98,1224,391,-891,1
-562,1195,1332,1476,171,-1881,188,-412,-161,532,-638,-1518,608,-1268,-125,427,2137,-1278,-9,526,1
-1235,1625,1419,2342,-1167,-363,1548,1184,4904,108,4,354,493,108,3462,-1734,1214,-2026,9,482,0
1118,1439,786,-229,-437,-618,1556,1435,2324,-44,389,454,2131,196,952,-1401,-772,227,118,635,1
1574,-918,-4488,-3125,165,2385,-1369,3122,4675,47,1574,-3512,381,1951,2018,-1761,317,-46,-5,-2785,0
-764,949,-112,386,1696,1764,-792,1138,1192,322,424,845,516,-634,3361,-347,-626,338,84,2128,1
318,-1791,-2009,1441,-1431,-1489,-1933,1862,1312,846,-1041,215,135,-928,-1982,-3541,-4353,1611,3607,3905,0
316,1232,1017,1214,-1235,-21,-38,-1041,338,-111,794,147,-43,231,357,264,1622,611,808,63,1
379,516,2986,-796,-34,726,-107,336,-774,-1905,459,338,1331,754,813,1008,1021,307,311,1256,1
-202,1311,1943,-48,-2228,-492,2291,445,3699,-379,877,1106,-161,138,-1178,5223,2898,-2393,-2698,1627,0
-146,-11,3419,-778,-3151,172,-2997,272,-2781,804,-93,-1417,-2876,-1261,-2463,329,2919,293,5726,166,0
-1267,1197,-2496,-2496,-105,2801,3965,-2163,-1948,2284,-2269,1257,-23,-1204,1363,657,-596,1981,2598,1012,0
-1137,61,22,3678,1728,-289,-967,-1242,213,2378,-2338,-823,-973,-972,-5642,3483,-989,2131,1718,-667,0
-147,-13,795,-266,754,-657,944,-473,1044,439,373,1075,1213,32,-412,-42,309,354,-704,2262,1
935,4,-2098,152,1635,613,116,406,-338,1018,-2116,1982,-628,-2387,1246,43,-1086,48,132,-695,1
-672,-104,1863,1701,1598,-1552,551,-442,446,411,1277,-1463,492,1733,952,-832,665,422,284,342,1
1203,-108,83,-162,341,2539,2,536,478,378,-283,1753,26,1,-1321,1083,1105,-711,1863,16,1
842,99,-17,215,522,293,-417,-92,436,338,-1994,-52,1193,1185,4,16,9,-32,555,777,1
-277,-2087,2346,2366,3211,4132,-263,3093,-1785,2286,-1232,-2692,1762,-2262,-2981,181,-901,43,-3443,-1631,0
97,-58,254,656,1032,1388,13,184,135,36,1885,-44,-191,1074,1537,706,-23,-1462,1173,-1432,1
1057,429,45,495,398,-1661,698,4,2471,198,185,767,581,2691,256,1688,-152,33,1546,512,1
-889,773,-1477,-127,-2832,1927,9,961,-188,374,371,-188,285,-1065,48,1032,-202,-2335,-1662,1767,0
607,1624,-335,-954,2323,233,3994,-116,871,585,-1526,2601,-262,122,516,163,-2056,26,2029,-304,0
-444,-514,-2886,-788,-492,-1768,296,-1553,782,849,2089,-24,-83,-1707,-277,-141,-579,3768,14,1431,0
4504,-248,-2135,-2345,388,-27,2752,1079,-1554,-273,1341,-25,4673,3259,1319,912,-1948,2886,-3081,-1247,0
-413,-485,-4151,248,1493,-224,12,2017,-1294,-2631,-1241,-16,-672,-504,-758,1578,-722,-1903,-476,51,0
482,426,1546,2018,146,195,1,107,586,76,1951,204,-58,1589,153,2432,-463,-69,1242,1639,1
-578,3009,-2233,-952,-2247,4832,534,-786,-158,3087,-1736,453,3374,912,-1641,-52,-1697,1167,1815,1805,0
-2174,-898,2131,-2455,-465,2261,-52,1704,1177,-999,154,-94,3794,1929,2166,1099,-338,1516,-2864,-153,0
3393,1388,945,-52,1081,-706,-286,2239,1873,-537,-497,168,-36,1015,123,1092,783,-221,2264,586,1
415,237,-915,-271,-124,274,-125,1105,104,52,392,-21,-147,1978,1268,-794,1519,1449,39,92,1
-1,-922,2508,874,1082,-27,687,844,-803,-55,129,22,3535,1044,1486,-239,623,104,707,-561,1
2178,-956,-639,7149,-68,-1517,-1239,2976,-1367,1394,1371,2546,368,-69,67,-1654,386,-3967,-1704,-1189,0
-2081,-476,-982,906,1238,268,-1154,107,-792,865,2343,-28,-2056,1192,21,1558,-722,-4752,-876,-424,0
1538,-1492,2775,-2189,-134,-136,628,2236,-2322,855,-1074,1798,633,-189,-168,1092,-884,-1466,1168,264,1
-41,-41,-634,221,-111,2323,2831,-1429,293,-1498,-638,3163,2254,-3077,1924,63,298,3422,2191,229,0
-1345,-1069,-1403,966,192,905,1484,2075,-1516,-2021,169,125,1037,1227,-761,1196,-533,-1145,111,2922,1
-605,1069,629,1454,1812,1022,537,589,3464,765,-67,715,-1191,378,1729,1847,2,1451,-192,462,1
1497,-1,1761,-114,251,928,3,1171,-366,276,-399,-87,-353,1734,445,717,893,131,-3,601,1
1422,-562,-4088,964,-1135,499,1858,2169,-2601,-19,3881,5641,102,1662,-46,-4511,1949,2534,-802,-2015,0
-919,-827,188,2159,-563,232,1675,2775,-1928,-2702,-2919,-816,893,-1523,-708,-1307,1607,-2075,-221,19,0
114,1178,255,-44,1208,-31,283,-949,1929,11,-315,621,213,741,657,757,2093,-232,426,-288,1
288,2672,-2016,-759,-45,1379,1734,-103,-2261,1944,1499,-502,1254,4217,1923,-3072,3265,241,4484,196,0
1745,1447,1372,-115,2778,-371,386,-266,842,1233,-244,-608,546,-782,1342,2136,69,892,9,1871,1
1555,-14,108,7,-1699,-2996,2326,393,246,3537,1985,-353,965,803,-1676,-295,83,-4319,281,4436,0
2044,-1796,16,-1615,-176,-3833,486,3047,3217,-467,841,-1546,2894,529,-3228,157,-6,-522,-1497,-679,0
-307,-236,1781,1266,649,-299,1294,-322,846,238,22,1394,241,-32,-233,212,-286,1259,1125,522,1
4666,2105,3098,36,651,-2097,378,981,-65,-3516,149,-5,-3146,-2765,3168,-1467,-75,-1423,-1468,14,0
822,-319,26,358,-109,-158,752,1138,286,-173,1946,-872,2082,-815,-1,1626,1582,-82,126,978,1
1305,-1745,148,1628,-1283,-185,-935,2874,3023,3389,2433,-543,-1989,642,18,868,822,1354,-4691,-688,0
-3767,452,3343,659,-449,-919,476,-162,219,212,1524,-1728,-2074,-2765,415,-2236,-1536,-3252,-1873,-192,0
762,-328,-136,-1962,941,809,34,435,1624,798,1468,626,-163,-886,1092,674,-181,-336,1122,-311,1
-612,93,1043,-8,1044,-89,1936,-272,29,1712,-1011,-389,63,-4,1182,431,1178,7,-27,-635,1
1802,-649,-383,-312,-1078,814,1345,2445,-738,992,501,858,-891,365,1839,2142,162,1146,1122,-692,1
1352,706,-2761,422,1745,-589,-107,-1238,1362,-2978,-487,-4486,-61,1219,-728,-2536,2017,-126,-1957,84,0
878,1169,1665,1397,1519,24,-599,1765,932,588,-362,117,-176,2168,1829,-738,58,213,72,399,1
-376,2402,363,-992,-3209,-341,2064,1717,-395,1583,-3626,1604,-1669,1012,1058,-15,4547,606,496,-2872,0
562,654,2405,-493,-72,-996,-2073,-154,338,1677,121,979,1206,866,85,1518,-22,-148,-32,-1033,1
-1,-103,2077,992,1529,904,381,-81,2,1098,798,881,988,482,1644,2533,197,-976,455,-44,1
-54,875,2601,127,-149,2136,968,1,139,778,544,941,-872,-909,-203,104,-337,369,-126,2785,1
608,-381,685,756,402,4075,-2159,1167,-4978,1356,132,-29,1315,-7,1896,-676,73,-514,2988,704,0
-372,3889,101,-2153,-2323,2016,-4316,1776,1527,3295,-2759,2407,-6227,-1349,-1707,1674,3176,-2575,-3913,266,0
-3397,-1704,-1721,527,1498,-682,-1047,-3923,114,352,46,837,418,1595,921,-812,1055,-1994,91,-2156,0
175,-2554,-184,-552,1157,1874,-1822,2039,3431,0,-879,-1517,-2966,721,1028,1045,426,-3,-1924,-22,0
-558,843,189,-1466,-74,-26,721,1334,706,941,129,1244,1335,192,1742,1058,353,1404,46,2417,1
-4458,-807,89,936,-1682,1037,-766,1911,-148,52,-3812,-1214,253,-2821,348,-1704,-3052,3049,643,286,0
-733,-988,132,715,1319,44,464,359,-1109,-689,-485,-1252,401,208,-154,351,-1834,478,305,243,1
-2051,582,-4106,2371,2798,906,43,3557,-439,-1522,-505,498,-728,709,-4167,786,2762,-222,-202,4161,0
-1452,676,478,-21,16,504,-432,38,-148,1381,-238,83,532,-666,-41,-708,-234,1322,157,163,1
1046,1051,1173,-804,1264,-471,1072,2292,956,1202,-83,778,968,-13,-605,204,-146,-606,992,-435,1
1483,483,158,646,757,676,257,1946,1161,1327,-148,1788,98,34,1124,212,402,3085,-398,6,1
221,-3215,2,-142,-884,-577,1293,1025,152,-427,1951,949,-1819,2818,152,-4045,1251,-859,262,-3261,0
517,564,842,-412,199,383,714,1564,1137,-192,1196,734,2129,1691,478,1883,282,-53,331,19,1
619,-241,-1809,-361,15,-221,17,23,19,946,-436,-44,122,1331,618,606,569,971,4216,1573,1
-693,1941,823,4274,-2429,1115,-2002,-1643,-652,-372,325,-1293,-1848,-78,-1082,-809,-3169,-651,-414,206,0
523,235,1634,-1993,-111,2649,1194,743,-583,-917,611,274,-1422,751,-551,-4242,257,-3272,1137,-868,0
245,-389,34,823,-527,-195,2797,-75,676,1442,33,-534,231,2024,2203,-563,-512,86,-1242,62,1
-661,-568,-532,-1705,3035,-3913,-317,-1963,-2221,-257,-1216,-786,-1214,-1202,-273,-777,896,-1721,806,898,0
1547,2419,1756,-87,-356,-554,1539,368,99,407,189,549,1282,211,-199,-145,913,623,25,-255,1
-1559,74,3644,-627,374,34,-138,2119,-152,2326,2671,-1046,3311,-786,-104,-654,1214,726,-5,815,0
2263,4253,-2463,178,807,1374,-335,-1739,256,2771,6,46,-2105,4779,-178,-1993,-768,-411,1205,-1286,0
2922,-1352,236,-54,-2487,-3467,-1145,3219,-2593,1305,-437,2876,1301,3092,-1636,-3359,-142,2562,-2339,2,0
-523,-2778,3116,-2228,-199,908,-731,-1585,-404,3729,637,-3394,-156,528,-65,-1864,4818,-1376,1402,1222,0
925,-822,1642,-303,2027,-924,1459,224,-824,874,1292,467,-37,1203,-4,-1691,246,-697,1068,848,1
82,1217,-578,692,359,-495,-144,526,-588,496,798,1168,2219,613,1702,-724,1711,182,1533,296,1
-903,-301,-1208,1708,731,194,-2218,922,-8,-1206,163,-254,428,1393,3143,-224,-302,-79,1941,-1476,0
149,-196,-262,-1856,-1037,-3135,2913,-1388,-2975,2167,-2443,3301,-1794,815,-1634,-739,-471,1296,-786,3034,0
-151,1196,5,-4617,-199,-1395,22,1292,3469,2739,-1432,1537,774,606,-501,-973,511,4642,-3338,6,0
151,819,2539,-326,-2993,-1333,2641,-2722,-1783,409,1416,513,-601,-1023,436,-21,1578,-53,1079,2697,0
2421,-93,334,-591,98,-1018,504,-606,1751,274,1699,165,329,-413,497,228,-446,1826,-32,-964,1
-32,1103,1847,-1122,1796,718,943,-2012,-154,1256,485,-441,-376,-1434,-91,178,264,-782,-883,487,1
-81,-534,-1261,68,174,-203,-722,1769,-47,271,-476,911,-102,86,1294,75,1853,39,-624,348,1
838,-667,908,1047,987,815,18,282,1315,-675,257,1899,1389,75,1167,48,1232,1922,-326,1168,1
38,-704,1233,1255,279,2718,3148,-728,-757,347,133,647,177,-417,708,-566,1137,-1035,426,-1026,1
-1722,-475,-1802,2671,154,-707,2877,4059,-204,-136,-244,-529,1032,1716,4137,2564,-269,1374,-5143,-44,0
246,-213,-263,39,177,104,787,1187,981,-129,17,1198,-112,713,1745,534,278,591,2235,944,1
1197,785,3301,-133,-151,1454,-875,1801,1459,2502,-33,308,-1355,3677,4088,2113,149,-3919,-629,357,0
665,792,-4,-1086,217,835,705,-43,1333,781,15,497,-358,1505,2298,-114,615,1066,1751,1368,1
4018,3957,618,2109,-193,-1024,-1089,-231,-2662,-4115,-1009,1245,-842,1291,-334,1549,-721,1691,-607,-742,0
-3065,3951,27,-103,2379,-522,-73,-92,-47,-1615,-1097,-2539,1905,327,2306,-1724,-779,-1294,-1042,-601,0
-3564,-1083,788,-958,-2662,-308,2066,-8,763,-4107,1537,-2486,572,-2453,1095,-715,432,-819,2751,-3704,0
-2074,966,2251,-4482,-2943,-1058,1866,-2033,-241,1195,-164,373,-518,714,2042,969,-3065,-3561,3039,-2661,0
594,-365,1047,376,519,848,-717,48,1498,-1107,1572,-1179,1101,-275,266,-375,-93,2049,-923,-409,1
2558,403,-1386,234,1438,242,1165,-1637,-4291,-1234,-2647,-2863,2843,531,-2233,-567,-1414,-974,-234,-513,0
562,3464,1966,169,576,253,-258,38,72,1104,-1516,888,1014,34,45,1455,974,1419,-1023,22,1
44,-254,1,759,-1786,3693,1124,-2792,-421,-4438,976,-588,1597,-1106,-1996,-1177,4843,696,123,1262,0
1136,869,28,-27,14,1517,454,543,306,115,614,-208,739,2593,629,2,-348,-632,465,164,1
-1162,-584,82,-2006,-1382,-478,-1903,-2792,146,-1186,-1517,-1468,129,-1165,1863,-3158,1053,-1124,851,194,0
1262,113,368,1904,1325,574,-1401,955,211,-381,-559,1376,457,783,-902,-1427,704,5,-57,134,1
1829,-219,-232,-1281,-3155,-745,-2494,469,-1971,-81,1621,1878,-1608,3534,-1215,-39,1,1288,-1119,1231,0
1221,31,792,-2883,-982,16,2142,1224,72,3736,1853,-867,-1402,812,2562,1315,929,2016,-2186,-5948,0
852,-783,-2565,-1896,161,91,1798,37,1876,-3914,-1137,-18,-1425,-1583,806,-823,65,529,-2058,-74,0
-673,-543,-1027,1395,141,719,552,-1785,-24,-1342,281,-23,-1396,-108,2996,544,-1079,1325,1444,291,1
-2423,214,-1484,-134,-287,627,-479,382,444,1995,-1374,474,169,-438,5075,-89,2634,1598,-962,2681,0
-696,-17,1753,88,496,1102,1619,-1115,249,-208,-97,523,36,26,-439,3331,203,499,973,2518,1
132,-1394,679,1865,-1286,-1962,77,-224,281,1768,-122,266,-847,911,1856,-373,-762,973,-3528,-95,0
-113,-165,-635,107,-343,216,844,1032,439,-2094,1248,2,-1079,661,1241,2625,-19,-147,616,-77,1
2484,134,-1118,-208,1939,-2591,-617,2982,-2574,-815,-1062,-2056,-3562,-396,414,-619,-2444,-2217,-77,156,0
-2222,39,-2161,-527,-246,2884,7,518,1054,-387,587,-2873,-2007,-419,-1263,348,-517,421,-2687,44,0
89,-993,2062,1989,5088,-44,44,-177,273,-2312,2241,217,1161,438,589,656,-2045,-1285,1677,-1638,0
-1003,2397,-183,-24,464,-85,2118,119,6,-113,2591,-504,-537,224,-3,1389,2182,976,491,-1227,1
-1009,516,652,1336,-269,-102,886,1982,-286,165,1523,-131,133,1054,-193,-292,1349,-563,58,806,1
-3428,77,-383,-246,347,-994,1221,-554,2109,-1088,-1105,-1241,-1754,2327,-1603,974,-13,1132,-1643,-888,0
-1086,4204,1795,719,1424,342,-105,-4388,-159,593,1662,2865,-949,-63,-4724,-271,-1154,2614,1816,-1029,0
2223,1282,-72,949,-272,78,-297,1618,446,745,1746,-483,1283,361,1159,1351,997,571,935,166,1
-1341,-1488,1822,-2,1914,-1409,3896,547,-1691,-2493,-1156,-1394,329,-972,-4534,1431,-344,-352,-2228,-3307,0
-27,-94,711,-492,-886,1215,1342,-449,945,-212,-1473,-364,78,1162,2704,-498,1163,1478,-128,1788,1
-1221,-498,225,118,-841,3117,-242,-217,1886,-4944,65,348,-1122,-337,-519,17,1707,-1758,802,578,0
-3264,771,1088,2764,2335,-393,1431,334,-7,2509,1341,154,-261,-1872,2078,19,1323,445,4631,-2314,0
1467,-1361,265,3438,-1916,-134,1267,-528,1004,-3241,1837,-2744,-396,696,1504,64,1637,2305,2651,-1665,0
-1498,1553,1405,-1142,-584,658,-1754,1041,1892,-1008,-174,-391,17,-256,55,-444,285,-34,-538,-547,1
743,1268,495,881,1293,1458,778,-1295,-83,75,58,422,543,107,165,985,234,-295,3613,64,1
2521,124,-1002,-4734,-19,2117,895,-2348,-1163,-111,2256,2052,-26,-241,2901,25,-791,1219,1032,525,0
58,-512,176,912,564,13,1891,-2818,1997,627,95,1018,555,1296,1423,1534,1342,-605,-279,1035,1
-2149,946,479,-3534,-3408,463,615,-1665,2199,-174,-483,-3358,-261,2,-1023,-2,-332,251,386,-1249,0
-93,1986,-815,1029,38,1825,18,-685,975,418,782,756,42,556,-36,2376,706,1402,-14,1815,1
-232,64,52,1045,1664,-373,987,-483,-588,452,-1525,1905,2307,242,3,2383,332,835,-1862,-1427,1
132,329,448,-118,252,45,-864,878,24,826,702,-633,-1011,148,997,1964,-907,-476,826,145,1
961,447,184,454,368,-254,138,644,177,1336,1042,921,-232,629,78,-306,-54,-34,1931,145,1
