"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
13239,"100","100","54","90","17","66","0","35","16","5","66","0","66","29","22","47","0"
13242,"9","32","60","62","80","100","6","93","36","56","100","27","57","0","0","25","0"
13243,"0","78","40","100","97","78","69","39","44","0","100","7","35","37","22","73","0"
13247,"38","76","58","100","21","65","0","27","44","0","100","22","45","36","22","8","0"
13248,"100","100","44","91","7","60","0","24","46","0","99","24","41","30","19","0","0"
13256,"33","100","10","76","0","48","4","20","43","0","100","10","81","31","21","25","0"
13260,"39","76","74","40","83","2","11","0","50","35","100","67","73","100","0","81","0"
13262,"77","60","77","100","10","90","15","49","40","8","0","0","32","34","100","55","0"
13273,"86","71","72","100","32","75","55","35","42","0","0","17","48","45","100","70","0"
13277,"100","100","66","94","38","70","15","45","0","18","26","0","55","16","11","24","0"
13282,"0","12","50","48","84","87","24","100","29","65","100","35","84","0","9","11","0"
13284,"13","95","17","66","83","35","77","0","0","14","42","49","100","81","34","100","0"
13286,"68","100","23","77","0","41","7","3","64","0","100","31","56","39","14","11","0"
13293,"16","38","67","29","43","0","22","25","66","57","100","94","50","100","0","74","0"
13303,"100","100","49","80","15","54","0","25","26","0","86","7","62","24","0","19","0"
13305,"79","100","14","81","49","39","100","0","32","0","52","55","71","100","0","71","0"
13310,"48","97","9","67","100","64","66","100","24","57","0","0","87","8","15","41","0"
13311,"91","100","48","76","17","51","0","24","28","0","100","5","78","26","0","29","0"
13313,"100","95","0","78","93","59","81","100","62","44","2","5","96","0","48","48","0"
13317,"61","96","0","83","61","66","100","30","49","0","5","30","39","68","42","100","0"
13330,"97","100","63","90","30","56","11","20","48","0","100","22","39","27","0","4","0"
13335,"100","100","53","82","18","57","0","29","14","0","69","1","64","20","12","7","0"
13337,"96","100","0","98","22","54","87","15","51","0","25","39","100","73","38","94","0"
13341,"100","89","52","100","25","71","45","34","38","0","0","17","34","47","76","71","0"
13342,"62","100","27","82","0","51","2","19","51","0","100","18","62","40","20","22","0"
13353,"100","100","54","85","21","60","0","33","2","5","52","0","54","22","1","17","0"
13356,"28","61","59","27","33","0","2","20","63","46","100","79","48","100","0","74","0"
13363,"52","100","19","73","0","44","6","14","58","0","100","17","60","36","19","20","0"
13394,"59","99","16","72","89","38","91","0","28","18","73","58","100","100","0","95","0"
13395,"100","91","67","100","27","71","0","35","17","0","68","4","58","34","23","15","0"
13400,"86","71","100","100","58","79","24","51","0","17","28","0","43","25","2","21","0"
13403,"100","100","53","84","18","58","0","28","19","0","76","4","84","27","24","27","0"
13404,"100","100","76","95","50","72","26","49","6","26","0","0","46","2","25","20","0"
13408,"100","100","40","83","2","51","0","16","67","9","89","38","18","32","11","0","0"
13409,"100","100","78","91","45","70","18","47","0","22","21","0","64","11","16","15","0"
13412,"0","53","84","42","100","6","10","0","2","34","66","66","86","100","5","84","0"
13414,"87","100","31","76","100","91","38","80","22","62","0","0","73","9","33","64","0"
13417,"100","100","56","83","22","57","0","29","11","0","68","0","62","24","6","11","0"
13422,"78","100","36","78","6","40","13","0","71","1","100","35","43","28","0","3","0"
13424,"42","98","0","69","54","36","71","0","14","16","54","54","100","91","39","100","0"
13431,"19","93","9","74","100","94","25","100","1","49","0","0","93","16","46","60","0"
13437,"68","89","0","100","38","59","98","23","80","0","39","35","100","69","75","92","0"
13441,"0","63","61","38","67","0","20","14","56","50","100","85","50","100","2","71","0"
13443,"82","83","100","100","54","76","17","47","0","13","46","0","50","30","0","27","0"
13448,"46","79","37","60","59","22","0","0","19","35","78","64","100","97","29","100","0"
13451,"79","90","68","100","29","67","0","34","2","0","95","0","100","27","5","20","0"
13454,"81","85","10","79","42","38","56","0","0","21","45","62","100","100","29","82","0"
13458,"100","94","29","84","32","41","59","0","0","1","42","38","87","74","52","100","0"
13459,"26","100","21","65","91","32","66","0","38","25","91","61","100","99","0","98","0"
13467,"71","100","50","87","32","50","32","11","76","0","100","32","51","49","0","41","0"
13471,"66","98","22","67","100","88","17","100","11","52","0","0","79","13","22","53","0"
13475,"12","76","27","98","45","48","28","0","0","14","54","56","100","100","30","96","0"
13496,"55","77","3","100","39","57","100","16","0","0","26","38","97","77","23","78","0"
13507,"0","71","52","100","100","75","53","37","13","0","82","7","34","44","16","83","0"
13528,"75","100","35","82","2","53","0","21","44","0","100","8","68","31","16","21","0"
13550,"100","100","58","81","27","56","1","28","0","0","53","5","53","30","0","27","0"
13554,"100","100","39","84","58","51","88","20","25","0","0","24","42","54","98","81","0"
13571,"100","100","22","97","23","62","94","33","69","0","0","18","25","59","78","95","0"
13572,"89","100","43","93","3","58","0","15","57","2","100","29","43","35","24","0","0"
13576,"16","78","66","100","100","75","46","39","0","0","66","4","24","45","23","85","0"
13579,"65","100","45","90","14","57","0","23","43","0","100","16","80","45","35","27","0"
13594,"100","100","54","87","20","60","4","27","27","0","71","16","53","44","0","45","0"
13605,"60","81","12","100","0","70","28","34","28","0","12","33","52","64","100","91","0"
13608,"83","85","17","98","37","57","94","19","38","0","0","38","65","71","100","100","0"
13611,"12","75","3","59","67","25","20","0","27","36","95","68","100","100","0","95","0"
13625,"100","100","56","80","26","55","1","27","11","0","69","4","50","19","0","14","0"
13630,"100","51","72","100","0","88","28","42","77","0","2","11","5","55","78","82","0"
13633,"0","56","76","49","100","11","31","0","45","39","95","73","71","100","11","74","0"
13637,"100","100","67","99","26","68","0","34","15","0","88","10","60","31","26","4","0"
13656,"85","90","10","65","100","69","34","100","53","41","0","0","92","5","35","48","0"
13663,"13","78","44","47","36","0","0","0","48","39","100","74","85","100","20","79","0"
13667,"92","100","37","100","1","68","0","29","41","0","100","5","67","32","8","23","0"
13673,"76","100","59","66","89","23","9","0","0","31","80","62","100","96","2","86","0"
13676,"73","100","48","70","23","41","21","9","69","1","100","22","46","17","0","0","0"
13677,"0","73","54","47","100","15","43","0","51","35","81","69","63","100","2","72","0"
13680,"23","100","46","57","100","79","49","89","0","48","20","0","79","22","24","53","0"
13682,"100","100","53","100","14","66","0","25","41","0","95","18","66","47","9","34","0"
13683,"92","100","56","78","21","50","1","18","43","0","100","12","60","23","0","13","0"
13686,"100","100","46","87","8","60","0","26","33","0","85","8","64","35","8","30","0"
13694,"100","100","74","97","50","66","34","30","49","0","75","18","37","24","0","15","0"
13703,"100","86","90","100","49","71","16","38","15","0","68","4","53","37","0","27","0"
13704,"100","100","77","94","47","71","23","43","14","12","50","0","42","20","0","29","0"
13707,"2","77","54","100","100","79","86","47","59","16","63","0","73","27","0","43","0"
13709,"43","39","100","73","69","100","7","70","60","36","57","0","0","16","67","48","0"
13727,"95","100","66","81","31","52","12","18","53","0","100","18","56","35","0","28","0"
13735,"100","96","76","100","43","78","16","53","0","23","20","0","51","18","12","25","0"
13738,"100","100","47","99","10","70","0","32","32","0","88","1","75","32","16","32","0"
13739,"100","100","60","84","29","57","11","26","35","0","83","12","53","37","0","31","0"
13746,"100","100","55","93","23","59","11","15","53","0","77","31","41","62","0","51","0"
13749,"32","87","24","54","81","100","0","72","18","44","36","0","100","44","19","49","0"
13759,"63","100","36","83","9","49","0","13","57","0","100","27","51","42","14","14","0"
13761,"36","82","45","60","81","100","0","70","19","45","25","0","100","37","4","32","0"
13763,"100","92","20","90","7","42","65","0","0","10","18","58","78","100","45","97","0"
13769,"89","98","57","76","63","34","19","0","0","25","55","56","100","91","36","100","0"
13772,"56","71","31","100","16","66","24","23","0","0","17","34","57","57","100","76","0"
13774,"78","100","29","92","4","55","0","16","54","0","100","29","44","33","3","2","0"
13776,"0","21","49","57","79","100","15","81","45","44","100","15","29","0","5","25","0"
13777,"100","100","62","86","43","56","42","25","71","0","91","23","51","40","0","34","0"
13778,"94","100","52","78","24","50","13","21","47","0","100","15","53","30","0","18","0"
13825,"100","100","61","91","27","68","0","39","0","2","40","0","54","27","15","20","0"
13833,"78","100","62","97","36","63","29","24","65","0","100","23","52","37","0","26","0"
13845,"83","100","34","79","8","52","0","23","37","0","100","12","93","38","28","33","0"
13850,"71","96","32","100","0","58","5","15","71","1","100","42","30","41","10","0","0"
13859,"100","100","58","89","34","55","25","18","58","0","79","32","39","48","0","27","0"
13887,"32","85","67","55","95","10","4","0","12","40","95","71","100","100","0","87","0"
13901,"96","100","44","85","14","53","7","18","57","0","100","19","57","40","0","28","0"
13904,"59","100","20","78","0","46","8","13","66","0","100","23","46","36","14","14","0"
13915,"29","100","20","62","100","96","15","96","14","51","25","0","90","47","0","44","0"
13916,"60","100","35","75","8","47","0","17","46","0","100","12","70","26","25","6","0"
13927,"100","100","69","89","46","60","27","30","32","0","68","18","40","35","0","18","0"
13930,"81","60","96","100","0","98","49","54","96","11","13","0","33","45","100","86","0"
13934,"18","68","50","54","100","19","30","0","24","35","84","68","90","100","0","84","0"
13944,"53","100","26","69","9","34","18","0","79","2","100","32","38","28","0","1","0"
13949,"75","77","41","100","19","68","65","36","59","0","0","5","43","38","100","66","0"
13958,"0","71","64","52","100","16","34","0","21","36","69","68","80","100","8","93","0"
13977,"58","56","55","100","0","74","68","42","100","0","19","1","29","45","87","83","0"
13982,"76","81","25","100","35","64","94","31","75","0","0","22","28","58","100","88","0"
14003,"100","100","56","80","23","54","0","25","19","0","77","5","70","22","11","16","0"
14004,"56","66","100","94","44","100","35","64","63","29","37","0","0","22","42","54","0"
14007,"100","100","61","84","24","57","0","26","25","0","80","13","62","40","13","33","0"
14016,"100","100","52","87","19","61","0","30","12","0","63","4","49","24","0","14","0"
14024,"89","93","31","100","40","50","53","0","0","0","46","41","100","79","36","85","0"
14027,"22","100","8","72","0","41","5","10","57","0","100","21","51","33","6","13","0"
14037,"100","100","54","80","24","55","0","28","0","0","57","1","61","22","0","15","0"
14044,"92","100","8","87","54","50","100","15","0","0","5","37","64","73","48","99","0"
14072,"100","100","70","81","38","56","14","27","32","0","86","7","53","22","0","16","0"
14081,"75","100","31","90","3","59","0","25","39","0","100","14","75","39","11","29","0"
14082,"90","82","4","94","44","49","62","0","0","7","49","50","100","92","21","100","0"
14086,"62","83","27","69","70","26","47","0","0","34","63","66","100","98","19","100","0"
14092,"76","81","0","82","57","42","91","0","19","17","78","57","100","100","20","84","0"
14094,"54","82","26","63","100","76","28","100","61","50","0","36","49","0","55","54","0"
14095,"98","100","31","97","48","60","72","23","16","0","0","30","47","62","100","92","0"
14096,"89","79","48","100","21","71","51","34","40","0","0","18","49","47","100","77","0"
14097,"100","100","65","75","36","47","20","17","51","0","96","21","54","34","0","22","0"
14099,"98","76","59","100","16","76","74","42","77","0","0","9","31","48","100","76","0"
14104,"100","85","17","97","8","71","88","41","67","0","0","23","47","63","100","100","0"
14120,"100","100","64","81","39","55","24","26","37","0","76","11","41","24","0","10","0"
14127,"51","100","24","83","6","54","0","25","31","0","100","15","57","32","10","11","0"
14128,"53","100","36","91","15","55","10","17","61","0","100","21","59","50","0","61","0"
14150,"100","100","48","87","13","55","4","19","50","0","94","25","49","38","0","15","0"
14155,"100","100","50","100","34","60","69","25","43","0","0","18","27","58","65","92","0"
14156,"59","84","20","66","59","29","15","0","0","36","58","66","100","100","24","92","0"
14161,"100","94","76","100","44","82","18","59","0","29","6","0","41","7","22","25","0"
14168,"100","81","52","100","6","75","0","39","31","6","90","0","68","30","10","19","0"
14170,"27","50","66","35","46","0","7","31","46","68","100","100","41","100","0","64","0"
14178,"49","62","71","100","100","81","83","39","57","1","78","0","51","33","0","49","0"
14185,"97","100","48","92","15","56","4","17","63","4","100","34","30","34","0","0","0"
14186,"82","83","39","100","10","64","71","33","72","0","0","10","42","48","100","82","0"
14191,"51","65","59","100","0","72","63","37","100","1","4","0","15","37","99","62","0"
14194,"14","70","58","36","28","0","0","30","48","66","100","100","46","95","22","55","0"
14195,"68","90","62","80","100","34","54","0","0","21","55","58","97","100","29","96","0"
14196,"68","100","23","78","2","51","0","24","32","0","100","8","85","30","15","24","0"
14202,"100","100","41","92","20","60","38","24","0","0","0","24","47","48","97","71","0"
14212,"85","100","71","100","25","68","0","32","31","0","100","16","78","49","7","67","0"
14213,"51","100","23","74","7","34","35","0","99","6","100","34","34","31","0","1","0"
14228,"80","89","52","97","46","49","59","0","0","6","51","44","100","84","49","100","0"
14231,"89","100","52","74","30","43","19","11","63","0","100","23","56","44","0","41","0"
14239,"31","87","22","49","83","100","0","74","45","67","23","0","100","37","15","38","0"
14240,"89","100","42","84","12","53","7","20","60","0","100","20","50","38","0","19","0"
14248,"1","74","23","100","83","87","75","42","49","0","100","2","55","34","0","64","0"
14252,"11","58","65","35","67","0","4","19","41","53","100","81","57","100","0","79","0"
14258,"74","100","28","89","2","59","1","26","41","0","100","10","52","26","0","6","0"
14260,"80","96","24","100","33","61","49","21","11","0","0","36","48","63","100","89","0"
14264,"46","100","12","72","0","38","14","5","63","0","100","25","54","42","1","33","0"
14266,"32","63","76","31","50","0","0","14","50","44","100","73","78","100","24","75","0"
14268,"55","100","33","72","18","44","19","15","70","0","100","20","40","23","0","1","0"
14269,"86","98","19","85","47","41","74","0","0","10","42","49","100","84","51","100","0"
14273,"85","100","68","99","19","70","0","33","27","0","100","8","87","42","19","59","0"
14277,"42","78","56","78","100","38","50","0","8","20","58","60","94","100","0","89","0"
14279,"46","100","31","86","5","56","0","24","35","0","91","1","100","28","47","32","0"
14296,"100","88","47","100","28","62","74","27","55","0","0","19","32","60","86","88","0"
14302,"39","100","75","61","100","98","34","81","9","30","72","0","83","45","0","50","0"
14312,"3","83","47","67","51","25","0","0","11","37","65","69","100","100","21","92","0"
14314,"0","63","56","35","98","0","41","1","62","39","100","74","69","100","10","74","0"
14323,"73","78","30","100","0","70","75","39","92","0","21","21","75","60","100","88","0"
14325,"83","100","72","85","28","56","0","22","51","0","100","16","46","37","29","11","0"
14334,"100","100","78","96","32","66","0","33","11","0","89","11","85","35","3","24","0"
14364,"74","100","25","92","0","63","3","32","39","6","100","9","74","25","38","0","0"
14370,"100","100","90","96","45","71","14","43","16","12","78","0","72","16","0","18","0"
14372,"100","100","44","89","11","61","0","30","23","0","84","1","88","28","28","29","0"
14378,"88","100","49","85","12","52","0","13","55","0","100","26","42","35","12","5","0"
14398,"90","100","0","86","42","44","53","0","17","15","73","56","100","99","8","99","0"
14405,"100","98","24","100","6","68","78","41","70","0","0","9","32","53","83","93","0"
14408,"11","17","54","54","99","92","42","100","31","64","100","35","75","0","0","13","0"
14409,"35","91","46","100","20","65","4","29","38","0","100","20","38","37","0","8","0"
14410,"100","100","47","92","12","61","0","25","36","0","85","20","49","38","28","11","0"
14414,"100","100","70","96","42","72","16","46","0","19","27","0","54","19","7","27","0"
14416,"100","100","61","93","29","71","3","43","0","8","38","0","66","18","29","29","0"
14420,"41","94","22","69","90","42","100","3","20","0","0","37","47","73","40","100","0"
14421,"100","100","66","98","29","67","4","31","19","0","68","12","49","35","0","21","0"
14427,"100","99","60","100","26","78","3","49","0","16","36","0","60","24","30","47","0"
14433,"77","95","33","100","0","64","0","20","50","0","100","21","57","35","19","3","0"
14455,"59","77","0","77","49","38","93","0","10","6","38","45","100","79","52","100","0"
14457,"100","100","82","90","51","62","26","32","12","0","56","6","46","26","0","12","0"
14459,"100","100","53","81","16","56","0","25","33","0","89","3","72","19","19","9","0"
14474,"100","100","43","78","80","39","76","0","0","10","39","46","86","82","10","97","0"
14475,"62","94","39","100","7","69","0","34","33","3","100","1","70","19","13","0","0"
14483,"1","67","44","100","100","75","64","36","17","0","100","18","42","52","0","88","0"
14488,"88","95","60","69","74","18","10","0","0","35","67","59","100","100","36","100","0"
14491,"89","79","23","71","70","30","36","0","0","26","72","63","100","100","2","76","0"
14499,"56","100","39","68","70","27","29","0","0","33","62","60","100","90","30","95","0"
14503,"100","100","43","84","12","58","0","31","17","5","91","0","98","15","21","11","0"
14504,"72","97","64","54","69","0","0","13","28","50","100","73","96","100","19","90","0"
14515,"68","82","38","65","74","27","34","0","0","33","53","66","100","100","16","95","0"
14518,"100","100","59","90","36","62","19","33","10","3","42","0","42","27","0","37","0"
14530,"50","100","17","78","0","46","5","15","54","0","100","17","68","32","26","10","0"
14534,"91","100","56","91","19","62","0","30","22","0","100","5","99","33","19","44","0"
14538,"84","90","0","91","51","56","98","19","36","0","43","40","100","75","62","100","0"
14539,"99","100","67","85","22","58","1","27","36","0","100","18","77","47","0","59","0"
14540,"42","99","55","61","71","24","18","0","0","30","64","61","100","94","9","100","0"
14547,"93","100","53","77","25","49","8","19","44","0","100","11","59","18","0","10","0"
14548,"10","81","61","100","100","76","64","38","35","0","83","10","51","48","0","76","0"
14549,"0","94","9","57","20","19","7","0","20","36","70","68","100","100","18","92","0"
14557,"5","97","9","61","37","25","0","0","7","32","56","64","100","96","37","100","0"
14558,"100","100","49","77","17","51","2","24","24","0","100","10","73","35","0","42","0"
14561,"100","93","48","100","27","69","30","33","16","0","0","26","41","51","100","58","0"
14563,"53","67","80","44","67","7","0","0","35","36","83","68","100","100","25","80","0"
14581,"37","67","84","100","51","80","24","41","32","0","100","4","69","28","0","13","0"
14585,"57","87","41","78","74","38","84","0","0","7","37","48","100","81","90","100","0"
14589,"100","100","63","100","32","78","8","53","0","23","23","0","63","8","44","32","0"
14595,"100","100","56","89","22","59","0","26","24","0","77","11","77","39","22","36","0"
14601,"94","100","50","77","17","49","5","16","50","0","100","14","57","31","0","24","0"
14603,"97","82","68","100","42","69","44","32","23","0","0","24","42","49","100","61","0"
14607,"77","93","35","77","83","37","72","0","0","18","37","60","100","94","75","100","0"
14608,"4","87","64","61","56","21","0","0","47","36","100","70","99","100","19","78","0"
14619,"41","93","32","64","32","23","0","0","0","32","51","56","100","82","58","100","0"
14620,"0","91","25","63","86","33","75","0","14","11","53","43","100","75","75","100","0"
14627,"100","100","72","81","55","55","45","27","48","0","72","5","36","18","0","12","0"
14632,"79","80","39","100","45","57","60","15","8","0","0","34","55","56","100","75","0"
14634,"47","50","88","41","100","1","0","0","18","41","88","76","84","100","12","73","0"
14639,"100","100","54","77","20","49","0","19","41","0","100","11","76","38","11","35","0"
14642,"100","100","55","80","23","54","5","26","27","0","81","7","58","29","0","27","0"
14645,"100","74","75","100","25","85","0","53","8","19","55","0","68","27","16","34","0"
14647,"80","100","22","76","58","36","100","0","0","7","12","38","96","65","44","91","0"
14652,"100","100","67","81","41","62","20","41","8","20","18","0","47","10","0","20","0"
14654,"70","75","92","40","84","0","0","0","35","38","100","71","90","100","13","84","0"
14658,"85","98","17","99","21","61","66","23","15","0","0","35","61","68","100","100","0"
14666,"100","100","55","89","21","59","0","27","29","0","88","11","70","39","4","37","0"
14674,"67","74","73","100","0","79","71","43","98","0","9","7","33","51","100","77","0"
14683,"100","100","63","94","30","68","7","38","7","6","52","0","45","23","0","16","0"
14687,"100","100","74","96","45","68","28","35","32","0","63","12","38","37","0","31","0"
14702,"89","73","61","100","22","71","68","37","76","0","0","0","40","34","100","64","0"
14705,"11","100","45","66","100","33","82","0","16","19","47","53","89","87","0","87","0"
14707,"59","72","58","100","0","68","84","35","100","0","2","18","54","56","71","84","0"
14712,"100","86","12","100","0","64","67","29","39","0","35","38","94","74","92","98","0"
14715,"98","80","34","100","8","73","73","44","100","10","8","0","0","27","70","55","0"
14716,"100","66","66","100","0","77","32","38","60","0","9","21","51","59","87","94","0"
14721,"90","100","44","77","13","49","0","21","38","0","100","13","90","37","18","39","0"
14736,"14","85","51","57","66","17","0","0","35","36","91","68","100","100","23","85","0"
14739,"61","100","0","90","53","61","100","29","56","0","9","21","50","57","86","92","0"
14744,"56","83","78","50","100","11","19","0","25","37","80","71","83","100","0","84","0"
14746,"58","92","68","45","86","0","0","0","22","40","94","71","100","100","14","85","0"
14770,"100","100","58","95","23","68","1","38","0","5","55","0","57","25","7","19","0"
14771,"20","100","7","68","34","34","44","0","0","18","63","48","100","81","27","79","0"
14773,"100","100","48","91","15","64","0","32","13","0","60","6","56","36","20","21","0"
14781,"100","68","75","100","28","83","44","42","49","0","0","4","31","40","90","59","0"
14790,"100","99","52","100","42","65","41","29","11","0","0","30","40","58","100","70","0"
14801,"18","72","68","49","65","13","0","0","21","35","63","67","100","100","37","84","0"
14806,"100","97","26","100","66","60","89","18","8","0","0","31","62","65","77","98","0"
14812,"100","100","67","84","34","62","10","38","0","11","42","0","32","24","1","20","0"
14817,"100","100","41","89","8","59","2","23","46","0","88","23","43","43","0","24","0"
14825,"96","64","100","100","50","99","15","68","0","31","22","0","47","27","14","25","0"
14830,"80","100","42","78","12","46","0","10","56","0","100","22","61","49","8","33","0"
14833,"100","60","82","100","22","89","33","44","47","0","0","1","26","42","93","62","0"
14835,"67","92","0","93","16","57","100","29","78","0","14","25","43","64","67","100","0"
14845,"100","96","80","100","42","71","12","40","0","4","49","0","55","30","0","19","0"
14850,"54","96","33","71","73","34","30","0","0","29","49","65","100","100","31","98","0"
14851,"100","100","62","83","34","64","14","43","0","22","4","0","44","12","36","30","0"
14853,"100","100","54","97","16","68","0","32","24","0","74","15","76","50","21","59","0"
14857,"74","100","49","87","12","56","0","23","44","0","100","17","42","34","2","20","0"
14866,"100","99","62","100","26","78","2","48","0","16","38","0","59","23","20","38","0"
14874,"100","88","100","100","76","73","52","44","40","16","80","0","56","20","0","1","0"
14875,"44","68","62","40","100","2","0","0","25","38","98","71","96","100","6","73","0"
14883,"90","100","46","77","20","49","12","20","51","0","100","17","64","41","0","44","0"
14909,"100","100","52","87","16","61","0","29","22","0","73","10","65","40","10","46","0"
14912,"100","86","67","100","24","80","0","50","0","16","41","0","63","24","18","35","0"
14913,"100","95","49","100","14","71","0","34","21","0","64","16","39","45","29","13","0"
14916,"100","100","50","90","20","61","0","29","18","0","76","6","62","31","5","33","0"
14934,"100","100","64","90","24","52","37","9","96","0","92","42","29","50","0","17","0"
14935,"31","100","0","74","52","36","48","0","0","18","52","56","100","94","19","94","0"
14937,"51","100","45","99","11","65","0","25","43","0","100","20","74","48","15","31","0"
14941,"100","100","57","91","28","63","6","33","9","1","62","0","59","22","0","12","0"
14944,"100","100","58","94","21","66","5","35","17","4","74","0","62","29","0","37","0"
14945,"85","100","44","87","11","54","0","16","50","0","100","20","68","46","8","41","0"
14949,"100","92","57","100","48","66","53","30","28","0","0","20","34","48","85","61","0"
14956,"80","93","0","100","7","62","78","34","64","0","0","20","56","56","100","90","0"
14980,"46","100","0","100","7","61","63","30","48","0","8","28","50","64","100","98","0"
14982,"84","100","16","87","88","59","100","23","19","0","0","31","39","67","21","96","0"
14986,"94","100","47","78","14","50","0","22","39","0","100","19","81","46","8","53","0"
15003,"100","100","56","91","21","60","7","24","41","0","76","29","50","57","0","44","0"
15012,"66","100","11","88","38","45","66","1","0","0","47","40","100","78","51","88","0"
15016,"93","100","53","92","60","49","56","8","0","0","11","35","62","57","100","84","0"
15017,"60","100","24","75","2","47","0","18","45","0","100","10","67","34","11","46","0"
15033,"100","100","67","99","37","69","14","35","8","0","50","9","36","31","0","6","0"
15036,"100","86","15","100","0","70","98","37","81","0","35","26","92","65","81","93","0"
15037,"100","97","82","100","45","75","15","47","0","13","39","0","58","24","12","25","0"
15050,"86","85","40","100","33","67","100","34","98","0","0","18","29","53","98","86","0"
15056,"96","63","100","100","45","95","11","63","0","25","36","0","48","29","19","19","0"
15064,"100","80","38","100","6","65","91","39","82","0","0","16","48","53","100","89","0"
15074,"53","100","2","77","66","46","100","10","17","0","0","33","68","62","66","98","0"
15076,"100","100","69","94","28","66","0","33","7","0","72","3","79","32","11","33","0"
15087,"83","90","0","100","34","67","100","34","70","0","4","24","45","61","74","90","0"
15096,"97","74","79","100","37","74","59","35","35","0","0","19","41","52","100","71","0"
15098,"0","60","63","39","57","0","22","10","54","47","100","82","91","100","23","75","0"
15107,"35","100","27","71","65","36","48","0","0","19","44","52","100","83","56","95","0"
15109,"100","100","58","88","22","62","0","33","0","1","49","0","70","28","26","42","0"
15112,"100","99","68","100","32","67","8","31","24","0","69","21","34","46","0","22","0"
15116,"100","82","51","100","0","72","56","37","78","0","36","12","68","51","92","85","0"
15127,"28","81","71","63","100","26","32","0","0","28","42","64","85","100","12","87","0"
15128,"100","100","47","96","15","64","0","29","32","0","85","16","57","46","9","30","0"
15148,"61","100","0","84","51","60","100","33","72","0","16","17","41","53","87","84","0"
15157,"100","73","77","100","31","80","31","40","29","0","0","14","35","46","90","62","0"
15159,"100","100","77","91","40","64","15","35","17","5","80","0","63","24","0","14","0"
15160,"8","67","51","37","22","0","9","24","53","58","100","92","59","100","0","74","0"
15164,"77","81","14","100","23","66","79","34","67","0","0","14","47","48","100","80","0"
15168,"97","100","41","90","4","58","0","22","52","0","100","22","49","38","8","13","0"
15171,"65","100","24","84","0","48","9","10","61","0","100","24","58","47","2","46","0"
15172,"100","92","64","100","37","77","20","50","11","21","22","0","35","26","0","40","0"
15177,"33","76","48","100","100","97","74","50","44","4","77","0","39","40","0","79","0"
15180,"76","70","32","100","10","71","85","41","100","4","4","0","0","39","54","73","0"
15181,"55","89","32","100","5","65","0","28","43","0","100","19","51","31","16","0","0"
15182,"100","95","38","99","35","65","70","29","32","0","0","27","36","64","65","100","0"
15204,"42","85","85","100","100","68","76","32","45","0","50","1","38","40","0","65","0"
15205,"100","100","69","96","38","66","14","33","19","0","68","3","52","32","0","25","0"
15218,"15","92","0","96","38","47","79","0","4","8","46","58","100","100","12","86","0"
15232,"49","78","34","60","30","18","0","0","19","39","57","73","100","100","44","82","0"
15236,"88","95","100","100","49","73","12","42","19","10","97","0","85","18","0","17","0"
15248,"100","100","53","99","15","61","10","16","66","0","99","32","42","45","0","20","0"
15251,"27","100","8","70","0","40","14","9","65","0","100","22","62","42","14","33","0"
15262,"85","100","19","76","100","62","47","97","26","50","0","18","81","0","48","43","0"
15271,"25","80","75","100","92","69","72","35","52","0","100","18","61","48","0","65","0"
15276,"55","100","21","73","7","42","17","10","66","0","100","24","55","40","0","32","0"
15284,"100","100","49","93","17","64","0","31","18","0","71","5","63","32","8","27","0"
15293,"83","100","9","87","57","44","60","0","0","17","56","56","100","95","10","100","0"
15294,"51","58","83","100","0","92","3","49","68","10","13","0","15","43","100","77","0"
15296,"97","100","51","77","19","48","0","18","44","0","100","16","65","31","12","14","0"
15303,"81","100","47","96","14","62","6","22","53","0","100","19","46","34","0","12","0"
15305,"32","66","87","42","73","0","0","7","37","43","100","72","92","100","30","76","0"
15312,"27","100","8","73","0","45","11","17","51","0","100","3","82","20","37","9","0"
15315,"98","100","40","87","9","55","0","21","47","0","100","22","39","31","7","4","0"
15323,"100","100","50","91","19","66","0","40","0","13","48","0","94","15","44","21","0"
15330,"74","100","38","91","15","62","0","30","13","0","69","0","100","26","46","32","0"
15333,"41","100","38","84","16","52","11","17","54","0","100","19","55","32","0","23","0"
15340,"100","100","48","81","19","54","7","25","39","0","92","10","64","34","0","33","0"
15380,"63","100","26","76","7","51","0","25","22","0","100","6","78","31","0","40","0"
15381,"100","100","64","80","36","60","12","38","0","16","28","0","74","15","12","10","0"
15393,"60","100","20","76","0","39","10","1","69","0","100","33","56","40","15","10","0"
15394,"100","99","67","100","24","68","0","32","27","0","99","8","77","40","9","55","0"
15397,"57","63","100","100","0","91","36","53","95","16","2","0","5","36","91","67","0"
15406,"85","100","30","84","5","54","0","22","48","0","100","21","66","47","0","37","0"
15413,"100","98","60","100","29","73","10","41","6","6","46","0","46","27","0","30","0"
15416,"54","93","0","88","54","46","70","0","5","9","54","52","100","96","7","100","0"
15426,"100","100","71","95","30","64","1","27","32","0","82","19","54","51","0","48","0"
15427,"76","85","0","100","16","63","81","31","69","0","6","25","34","64","100","95","0"
15431,"92","100","61","85","31","57","10","29","21","0","100","7","69","27","0","13","0"
15441,"93","100","5","96","42","65","85","32","58","0","0","14","36","47","100","74","0"
15449,"100","100","26","97","1","66","45","33","29","0","0","26","38","61","87","93","0"
