"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y"
2019,"23","4","4","1","1","1","3","3","0","0"
2020,"26","3","3","2","1","1","1","3","0","0"
2023,"32","4","4","2","1","0","3","4","0","0"
2024,"40","4","4","5","1","1","1","3","0","0"
2025,"42","4","4","3","1","0","1","4","0","0"
2027,"38","4","4","3","0","0","2","4","0","0"
2030,"32","3","2","5","1","1","3","3","0","0"
2031,"24","4","4","2","1","0","3","3","0","0"
2034,"37","2","3","9","1","1","3","3","0","0"
2035,"24","4","4","1","1","1","1","4","0","0"
2036,"30","2","3","3","1","1","3","3","0","0"
2037,"28","2","3","3","1","1","2","4","0","0"
2038,"33","3","3","4","1","0","2","3","0","0"
2040,"31","1","2","4","1","1","3","3","0","0"
2041,"36","1","2","4","1","1","3","1","1","0"
2042,"33","4","4","5","1","1","3","3","0","0"
2044,"20","3","3","2","1","1","2","2","1","0"
2045,"30","3","2","3","1","1","3","3","0","0"
2046,"28","2","4","7","1","1","3","3","0","0"
2047,"25","3","4","2","1","1","3","3","0","0"
2048,"22","3","3","3","1","1","3","3","0","0"
2049,"34","4","4","2","0","1","1","4","0","0"
2050,"26","4","4","1","0","0","2","4","0","0"
2051,"42","4","4","5","0","1","2","4","0","0"
2053,"27","4","4","1","1","1","1","4","0","0"
2054,"21","2","2","0","0","1","4","4","0","0"
2055,"22","4","4","2","1","1","3","4","0","0"
2057,"19","4","4","1","1","1","2","3","0","0"
2058,"26","3","2","4","1","1","3","4","0","0"
2059,"31","3","4","5","1","1","1","4","0","0"
2062,"33","3","3","4","1","0","2","2","0","0"
2117,"43","2","3","6","1","0","3","3","0","0"
2122,"25","4","4","0","1","0","2","4","0","0"
2141,"43","1","2","1","1","1","3","4","1","0"
2143,"44","2","4","4","1","1","3","3","0","0"
2144,"23","4","4","1","1","1","1","2","0","0"
2145,"28","2","1","2","1","0","3","3","0","0"
2146,"33","2","2","3","1","1","2","3","0","0"
2147,"36","4","4","2","1","1","2","4","0","0"
2149,"27","3","3","1","0","0","2","4","0","0"
2150,"34","4","4","4","1","1","3","3","0","0"
2151,"47","4","4","8","1","1","1","4","0","0"
2152,"44","4","4","6","0","1","1","3","0","0"
2153,"42","4","4","6","1","1","1","3","0","0"
2154,"35","1","3","7","1","0","2","3","1","0"
2155,"24","4","4","1","1","1","3","2","0","0"
2156,"47","3","4","11","1","0","2","3","0","0"
2157,"29","4","4","1","1","0","2","4","0","0"
2159,"29","4","4","2","1","1","1","4","0","0"
2160,"23","3","3","2","1","0","3","4","0","0"
2161,"36","4","4","3","1","0","2","4","0","0"
2162,"43","2","4","13","1","1","2","3","0","0"
2163,"24","4","4","1","1","1","3","4","0","0"
2164,"22","3","4","1","1","1","4","4","0","0"
2165,"33","2","3","5","1","0","2","1","0","0"
2166,"29","4","4","2","1","0","1","3","0","0"
2167,"34","4","4","5","1","1","3","4","0","0"
2168,"26","4","4","1","1","0","1","3","0","0"
2169,"29","4","4","3","1","0","3","3","0","0"
2170,"32","3","3","6","1","0","3","3","0","0"
2171,"30","3","4","2","1","1","1","4","0","0"
2172,"39","4","4","3","0","0","1","4","0","0"
2173,"24","4","4","2","1","0","1","3","0","0"
2174,"28","4","4","2","1","1","1","3","0","0"
2175,"32","3","4","5","1","1","1","2","0","0"
2176,"44","4","4","4","1","1","1","4","0","0"
2177,"33","4","4","5","1","1","2","4","0","0"
2178,"35","2","4","3","0","0","3","4","1","0"
2180,"38","4","4","6","1","1","1","4","0","0"
2182,"33","4","4","3","1","1","1","4","0","0"
2183,"33","3","3","5","1","1","3","4","0","0"
2184,"27","3","2","5","1","1","2","4","0","0"
2185,"24","3","4","5","1","1","1","2","1","0"
2186,"30","2","2","6","1","1","3","1","0","0"
2187,"21","3","3","1","1","1","3","3","0","0"
2188,"29","2","4","3","1","0","3","3","0","0"
2189,"29","4","4","2","1","1","3","4","0","0"
2190,"20","3","4","2","1","1","1","3","0","0"
2192,"33","3","4","8","1","1","3","4","0","0"
2193,"20","3","3","2","1","1","2","4","0","0"
2194,"45","1","3","3","1","1","3","2","0","0"
2195,"49","4","3","13","1","1","1","4","0","0"
2196,"33","4","4","5","1","1","1","4","0","0"
2197,"23","4","3","1","1","1","2","2","0","0"
2198,"36","4","4","4","0","1","1","4","0","0"
2199,"36","2","3","7","1","1","3","3","0","0"
2200,"29","2","3","4","1","1","2","1","0","0"
2201,"20","2","3","1","1","1","2","1","0","0"
2203,"31","3","3","3","1","1","2","1","1","0"
2204,"32","4","4","3","0","1","1","4","0","0"
2206,"25","4","4","1","0","1","3","3","0","0"
2207,"30","4","4","2","1","0","2","2","0","0"
2208,"34","4","4","2","1","1","3","3","0","0"
2209,"26","3","3","3","1","1","3","3","0","0"
2211,"48","3","4","8","1","0","1","4","0","0"
2212,"37","4","4","3","1","1","2","4","0","0"
2213,"40","4","4","4","1","1","1","4","0","0"
2214,"28","4","4","5","1","1","2","4","0","0"
2215,"27","4","4","1","0","0","1","3","0","0"
2216,"29","3","3","3","1","1","2","1","0","0"
2217,"21","2","2","1","1","1","4","3","0","0"
2218,"35","4","4","2","1","0","1","4","0","0"
2219,"25","2","3","4","1","1","3","3","0","0"
2220,"23","3","3","1","1","1","2","2","0","0"
2221,"19","3","3","1","1","1","2","1","0","0"
2222,"17","3","4","1","1","1","2","1","0","0"
2223,"25","2","4","3","1","1","3","3","0","0"
2224,"24","3","3","1","1","1","3","2","0","0"
2225,"29","3","4","5","1","1","1","2","0","0"
2226,"26","3","4","2","1","1","1","3","0","0"
2227,"25","3","3","3","1","1","3","3","0","0"
2229,"32","4","3","3","1","1","2","4","0","0"
2230,"22","1","2","3","1","1","3","1","1","0"
2231,"29","3","3","6","1","1","3","3","0","0"
2232,"24","3","4","2","1","1","3","3","0","0"
2233,"23","4","4","3","1","1","3","3","0","0"
2234,"42","4","4","5","1","1","1","4","0","0"
2235,"38","3","3","2","0","1","3","4","0","0"
2237,"21","3","3","1","1","1","2","2","0","0"
2238,"22","4","4","1","0","1","3","1","0","0"
2240,"28","4","4","2","1","1","1","4","0","0"
2241,"22","3","4","2","0","1","3","4","0","0"
2242,"41","4","4","5","1","1","1","4","0","0"
2243,"45","3","4","2","0","1","3","3","0","0"
2244,"32","3","4","5","0","1","3","4","0","0"
2246,"28","4","4","3","0","0","3","4","0","0"
2247,"25","2","2","1","1","1","3","3","0","0"
2248,"39","1","2","2","1","0","2","4","0","0"
2249,"41","3","3","7","0","1","2","4","0","0"
2251,"32","4","4","4","1","0","1","4","0","0"
2252,"30","3","3","4","1","0","2","2","0","0"
2253,"38","4","4","2","1","1","3","4","0","0"
2254,"36","4","4","3","0","1","2","4","0","0"
2256,"25","4","4","1","1","1","1","4","0","0"
2297,"24","2","2","4","1","1","3","4","0","0"
2302,"42","4","4","4","1","1","3","4","0","0"
2303,"49","3","4","4","1","1","3","4","0","0"
2304,"28","3","4","3","1","1","1","4","0","0"
2305,"45","2","2","9","1","1","3","3","0","0"
2306,"27","3","3","2","1","1","3","4","0","0"
2307,"28","4","4","2","0","1","1","4","0","0"
2308,"30","4","4","3","1","1","2","1","0","0"
2309,"32","3","3","4","1","0","3","3","0","0"
2310,"23","3","1","1","1","0","3","3","0","0"
2311,"38","3","4","7","0","1","2","3","0","0"
2312,"43","1","3","4","1","1","1","4","0","0"
2313,"37","4","4","7","1","1","1","4","0","0"
2314,"47","4","4","4","0","1","2","4","0","0"
2316,"32","4","4","4","1","1","2","3","0","0"
2319,"44","3","4","6","1","1","3","2","0","0"
2321,"23","4","4","1","1","0","3","4","0","0"
2322,"33","4","4","3","0","1","2","4","0","0"
2323,"42","4","4","4","0","0","2","4","0","0"
2324,"45","3","3","5","0","1","1","3","0","0"
2325,"44","2","3","1","0","1","2","4","0","0"
2326,"30","2","3","7","1","1","3","3","0","0"
2327,"24","1","2","3","1","1","3","2","0","0"
2329,"31","4","4","5","1","0","1","4","0","0"
2330,"24","1","2","3","1","1","3","2","0","0"
2331,"43","4","4","2","1","1","1","4","0","0"
2333,"29","1","2","1","1","1","3","3","0","0"
2335,"29","3","4","5","1","1","3","3","0","0"
2336,"30","4","4","1","1","0","3","2","0","0"
2337,"36","2","2","7","1","0","2","2","1","0"
2339,"30","2","2","2","1","1","3","2","0","0"
2340,"35","2","3","6","1","0","3","2","0","0"
2341,"21","3","3","1","1","1","3","1","0","0"
2343,"37","2","4","5","1","1","1","4","0","0"
2344,"21","4","4","2","1","1","3","3","0","0"
2345,"37","2","3","6","1","1","3","4","0","0"
2346,"33","2","3","4","1","1","2","3","0","0"
2347,"34","2","4","6","1","1","3","3","0","0"
2348,"42","4","4","3","0","1","2","4","0","0"
2349,"27","4","4","4","1","1","3","3","0","0"
2350,"28","1","3","5","1","1","3","4","0","0"
2351,"21","4","4","1","0","1","2","4","0","0"
2352,"25","2","4","3","1","1","1","3","0","0"
2353,"42","2","4","6","1","1","2","4","0","0"
2354,"29","4","4","3","1","1","1","4","0","0"
2355,"33","4","4","2","1","0","2","4","0","0"
2356,"33","4","4","3","1","1","1","4","0","0"
