"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
7530,"10","170","1700","17","0.261","0.709","1.66","444","1206","268","0"
7531,"10","87","870","8.7","0.375","0.764","2.23","326","665","146","0"
7532,"8","26","208","3.25","0.293","0.596","2.03","61","124","30","0"
7534,"1","9","9","9","1","1","9","9","9","1","0"
7535,"14","125","1750","8.929","0.289","0.734","2.21","505","1285","228","0"
7536,"1","131","131","131","0.977","1","64","128","131","2","0"
7537,"11","12","132","1.091","0.5","0.818","4.13","66","108","16","0"
7539,"9","34","306","3.778","0.32","0.886","1.56","98","271","63","0"
7540,"9","12","108","1.333","0.454","1","1.69","49","108","29","0"
7541,"10","131","1310","13.1","0.415","0.857","2.74","543","1123","198","0"
7542,"8","20","160","2.5","0.5","1","2.76","80","160","29","0"
7543,"8","41","328","5.125","0.363","0.942","1.63","119","309","73","0"
7547,"10","87","870","8.7","0.344","0.901","2.27","299","784","132","0"
7548,"9","7","63","0.778","0.302","0.603","1.9","19","38","10","0"
7549,"10","85","850","8.5","0.324","0.675","2.25","275","574","122","0"
7550,"1","117","117","117","0.393","1","5.75","46","117","8","0"
7552,"9","82","738","9.111","0.32","0.947","2.13","236","699","111","0"
7553,"1","17","17","17","0.882","1","7.5","15","17","2","0"
7554,"9","27","243","3","0.346","0.951","1.95","84","231","43","0"
7555,"9","49","441","5.444","0.587","0.961","3.12","259","424","83","0"
7556,"8","76","608","9.5","0.475","0.87","2.73","289","529","106","0"
7557,"6","28","168","4.667","0.405","0.804","1.84","68","135","37","0"
7558,"8","74","592","9.25","0.456","0.887","2.48","270","525","109","0"
7559,"6","39","234","6.5","0.303","0.739","1.58","71","173","45","0"
7560,"10","249","2490","24.9","0.462","0.842","3.53","1151","2097","326","0"
7561,"10","174","1740","17.4","0.278","0.733","2.02","483","1276","239","0"
7562,"9","71","639","7.889","0.294","0.762","2.16","188","487","87","0"
7563,"6","101","606","16.833","0.393","0.752","1.98","238","456","120","0"
7565,"4","65","260","16.25","0.296","0.631","2.66","77","164","29","0"
7567,"8","25","200","3.125","0.28","0.825","1.6","56","165","35","0"
7569,"8","21","168","2.625","0.262","0.696","1.52","44","117","29","0"
7570,"7","4","28","0.571","0.357","0.571","5","10","16","2","0"
7572,"1","106","106","106","0.858","1","15.17","91","106","6","0"
7573,"6","41","246","6.833","0.232","0.927","1.3","57","228","44","0"
7574,"9","21","189","2.333","0.175","0.513","1.65","33","97","20","0"
7575,"8","16","128","2","0.242","0.602","1.94","31","77","16","0"
7577,"8","30","240","3.75","0.233","0.833","1.24","56","200","45","0"
7578,"7","17","119","2.429","0.395","0.782","1.81","47","93","26","0"
7580,"7","31","217","4.429","0.276","0.788","1.25","60","171","48","0"
7581,"9","55","495","6.111","0.259","0.699","1.47","128","346","87","0"
7583,"7","17","119","2.429","0.353","0.79","1.56","42","94","27","0"
7584,"10","9","90","0.9","0.222","1","1.25","20","90","16","0"
7586,"7","32","224","4.571","0.268","0.83","1.28","60","186","47","0"
7587,"7","7","49","1","0.327","1","1.33","16","49","12","0"
7588,"10","33","330","3.3","0.182","0.564","1.4","60","186","43","0"
7589,"7","19","133","2.714","0.338","0.827","1.67","45","110","27","0"
7590,"7","44","308","6.286","0.169","0.455","1.58","52","140","33","0"
7591,"9","25","225","2.778","0.249","0.911","1.51","56","205","37","0"
7592,"8","12","96","1.5","0.406","0.885","2.17","39","85","18","0"
7593,"6","8","48","1.333","0.542","0.938","2","26","45","13","0"
7594,"8","25","200","3.125","0.385","0.615","2.75","77","123","28","0"
7597,"8","19","152","2.375","0.368","0.704","2.33","56","107","24","0"
7598,"10","9","90","0.9","0.344","0.889","2.82","31","80","11","0"
7599,"8","28","224","3.5","0.411","0.996","1.92","92","223","48","0"
7600,"10","271","2710","27.1","0.239","0.615","1.94","647","1668","333","0"
7601,"8","21","168","2.625","0.435","1","1.97","73","168","37","0"
7602,"8","12","96","1.5","0.427","0.927","2.05","41","89","20","0"
7603,"8","25","200","3.125","0.515","0.815","2.64","103","163","39","0"
7604,"10","54","540","5.4","0.319","0.824","1.83","172","445","94","0"
7605,"8","39","312","4.875","0.282","0.747","2","88","233","44","0"
7606,"12","261","3132","21.75","0.207","0.564","1.81","649","1768","358","0"
7607,"10","19","190","1.9","0.3","0.905","1.68","57","172","34","0"
7609,"10","23","230","2.3","0.27","0.648","2","62","149","31","0"
7610,"9","42","378","4.667","0.312","0.889","1.97","118","336","60","0"
7611,"8","40","320","5","0.35","0.906","1.81","112","290","62","0"
7612,"6","26","156","4.333","0.519","0.955","2.25","81","149","36","0"
7613,"10","20","200","2","0.32","0.61","2.13","64","122","30","0"
7616,"8","18","144","2.25","0.438","0.979","2.74","63","141","23","0"
7617,"8","15","120","1.875","0.425","0.925","1.96","51","111","26","0"
7618,"8","24","192","3","0.385","0.969","1.8","74","186","41","0"
7621,"10","184","1840","18.4","0.325","0.626","2.58","598","1152","232","0"
7622,"8","109","872","13.625","0.109","0.508","1.25","95","443","76","0"
7624,"8","69","552","8.625","0.234","0.683","1.54","129","377","84","0"
7625,"13","138","1794","10.615","0.232","0.697","3.86","417","1251","108","0"
7626,"9","488","4392","54.222","0.074","0.343","1.28","326","1508","254","0"
7627,"6","13","78","2.167","0.295","1","1.53","23","78","15","0"
7629,"3","500","1500","166.67","0.373","0.421","19.28","559","632","29","0"
7630,"6","31","186","5.167","0.301","0.844","1.65","56","157","34","0"
7632,"2","536","1072","268","0.586","0.686","21.66","628","735","29","0"
7633,"1","10","10","10","0.8","1","4","8","10","2","0"
7635,"24","125","3000","5.208","0.915","0.959","21.29","2746","2877","129","0"
7636,"25","169","4225","6.76","0.215","0.947","1.57","907","4000","579","0"
7637,"10","17","170","1.7","0.506","0.771","7.82","86","131","11","0"
7638,"1","28","28","28","0.536","1","3","15","28","5","0"
7640,"11","165","1815","15","0.354","0.706","3.38","643","1282","190","0"
7642,"11","24","264","2.182","0.53","0.727","10","140","192","14","0"
7643,"7","80","560","11.429","0.5","0.848","3.54","280","475","79","0"
7644,"3","4","12","1.333","0.917","0.917","11","11","11","1","0"
7648,"18","22","396","1.222","0.366","0.513","14.5","145","203","10","0"
7649,"17","11","187","0.647","0.326","0.433","10.17","61","81","6","0"
7650,"8","208","1664","26","0.194","0.491","1.65","323","817","196","0"
7652,"7","67","469","9.571","0.258","0.548","1.7","121","257","71","0"
7653,"5","96","480","19.2","0.404","0.817","2.77","194","392","70","0"
7654,"7","31","217","4.429","0.382","0.811","1.84","83","176","45","0"
7655,"5","20","100","4","0.17","0.48","1.55","17","48","11","0"
7657,"7","57","399","8.143","0.321","0.952","1.47","128","380","87","0"
7659,"7","346","2422","49.429","0.159","0.749","1.17","386","1813","329","0"
7660,"6","13","78","2.167","0.538","0.923","2.63","42","72","16","0"
7661,"6","18","108","3","0.287","0.741","4.43","31","80","7","0"
7662,"5","2","10","0.4","0.8","1","8","8","10","1","0"
7663,"5","19","95","3.8","0.232","0.4","5.5","22","38","4","0"
7664,"7","103","721","14.714","0.295","0.691","1.76","213","498","121","0"
7665,"3","113","339","37.667","0.41","0.472","13.9","139","160","10","0"
7666,"3","59","177","19.667","0.475","0.475","84","84","84","1","0"
7667,"9","21","189","2.333","0.429","0.772","3","81","146","27","0"
7668,"2","22","44","11","0.75","0.75","33","33","33","1","0"
7669,"8","95","760","11.875","0.303","0.937","1.77","230","712","130","0"
7671,"1","44","44","44","0.25","1","2.2","11","44","5","0"
7674,"9","13","117","1.444","0.239","0.462","4.67","28","54","6","0"
7675,"9","75","675","8.333","0.256","0.606","2.19","173","409","79","0"
7676,"9","40","360","4.444","0.356","0.967","2.29","128","348","56","0"
7678,"9","47","423","5.222","0.274","0.747","2.42","116","316","48","0"
7679,"9","41","369","4.556","0.301","0.886","1.91","111","327","58","0"
7680,"1","57","57","57","0.456","1","3.71","26","57","7","0"
7681,"10","152","1520","15.2","0.297","0.778","2.17","452","1182","208","0"
7682,"1","12","12","12","0.583","1","3.5","7","12","2","0"
7683,"6","27","162","4.5","0.154","0.481","2.78","25","78","9","0"
7684,"7","17","119","2.429","0.227","0.58","2.7","27","69","10","0"
7688,"10","21","210","2.1","0.329","0.843","2.56","69","177","27","0"
7690,"9","34","306","3.778","0.337","0.817","1.81","103","250","57","0"
7691,"10","13","130","1.3","0.108","0.685","2.33","14","89","6","0"
7692,"9","82","738","9.111","0.252","0.74","2","186","546","93","0"
7693,"9","34","306","3.778","0.379","0.961","1.71","116","294","68","0"
7694,"11","26","286","2.364","0.297","0.941","2.02","85","269","42","0"
7695,"7","33","231","4.714","0.143","0.844","2.36","33","195","14","0"
7696,"9","84","756","9.333","0.288","0.791","1.83","218","598","119","0"
7698,"9","20","180","2.222","0.261","0.556","2.35","47","100","20","0"
7699,"9","22","198","2.444","0.298","0.965","2.11","59","191","28","0"
7702,"5","3","15","0.6","0.467","1","7","7","15","1","0"
7703,"4","47","188","11.75","0.298","0.739","2.33","56","139","24","0"
7704,"11","9","99","0.818","0.465","0.818","9.2","46","81","5","0"
7705,"12","73","876","6.083","0.257","0.591","2.14","225","518","105","0"
7707,"9","82","738","9.111","0.343","0.913","2.02","253","674","125","0"
7708,"8","53","424","6.625","0.37","0.901","1.76","157","382","89","0"
7709,"11","84","924","7.636","0.251","0.681","1.77","232","629","131","0"
7711,"8","122","976","15.25","0.227","0.65","1.44","222","634","154","0"
7712,"11","96","1056","8.727","0.331","0.954","4.32","350","1007","81","0"
7713,"9","80","720","8.889","0.338","0.954","2.04","243","687","119","0"
7714,"9","33","297","3.667","0.259","0.774","1.67","77","230","46","0"
7715,"9","43","387","4.778","0.377","0.922","2.25","146","357","65","0"
7716,"5","46","230","9.2","0.278","0.835","2.21","64","192","29","0"
7718,"7","27","189","3.857","0.238","0.741","2.81","45","140","16","0"
7719,"10","98","980","9.8","0.448","0.881","2.74","439","863","160","0"
7720,"11","67","737","6.091","0.331","0.844","2.28","244","622","107","0"
7721,"10","80","800","8","0.314","0.799","2.06","251","639","122","0"
7723,"9","82","738","9.111","0.389","0.92","2.33","287","679","123","0"
7724,"9","69","621","7.667","0.343","0.876","1.75","213","544","122","0"
7725,"22","47","1034","2.136","0.319","0.753","2.13","330","779","155","0"
7726,"9","75","675","8.333","0.396","0.914","2.21","267","617","121","0"
7728,"1","124","124","124","0.444","1","7.86","55","124","7","0"
7730,"9","34","306","3.778","0.288","0.641","2.1","88","196","42","0"
7731,"10","98","980","9.8","0.463","0.945","2.72","454","926","167","0"
7735,"10","98","980","9.8","0.376","0.861","2.1","368","844","175","0"
7736,"9","47","423","5.222","0.492","0.948","2.42","208","401","86","0"
7739,"10","37","370","3.7","0.354","0.708","3.2","131","262","41","0"
7742,"10","18","180","1.8","0.511","0.872","2.97","92","157","31","0"
7744,"28","330","9240","11.786","0.057","0.066","31","527","614","17","0"
7746,"10","38","380","3.8","0.432","0.939","2.78","164","357","59","0"
7747,"10","49","490","4.9","0.59","0.982","3.11","289","481","93","0"
7748,"3","286","858","95.333","0.406","0.427","87","348","366","4","0"
7750,"9","85","765","9.444","0.395","0.846","2.32","302","647","130","0"
7751,"10","43","430","4.3","0.458","0.94","3.58","197","404","55","0"
7752,"9","40","360","4.444","0.483","0.992","2.85","174","357","61","0"
7753,"1","77","77","77","0.403","1","5.17","31","77","6","0"
7754,"1","40","40","40","0.875","1","11.67","35","40","3","0"
7755,"7","42","294","6","0.293","0.857","2.61","86","252","33","0"
7756,"7","8","56","1.143","0.161","0.518","1.8","9","29","5","0"
7757,"7","2","14","0.286","0.5","0.929","7","7","13","1","0"
7758,"6","11","66","1.833","0.197","0.848","1.3","13","56","10","0"
7759,"10","8","80","0.8","0.4","0.7","4","32","56","8","0"
7760,"1","14","14","14","0.571","1","2","8","14","4","0"
7761,"9","12","108","1.333","0.407","1","1.63","44","108","27","0"
7762,"9","34","306","3.778","0.31","0.895","1.61","95","274","59","0"
7763,"8","12","96","1.5","0.469","1","1.61","45","96","28","0"
7764,"11","85","935","7.727","0.268","0.902","1.73","251","843","145","0"
7766,"11","86","946","7.818","0.289","0.701","1.98","273","663","138","0"
7767,"1","13","13","13","0.692","1","3","9","13","3","0"
7769,"7","58","406","8.286","0.212","0.842","2.26","86","342","38","0"
7770,"4","15","60","3.75","0.267","0.8","4","16","48","4","0"
7772,"11","21","231","1.909","0.316","0.58","4.29","73","134","17","0"
7773,"9","37","333","4.111","0.396","0.85","2.03","132","283","65","0"
7775,"9","53","477","5.889","0.317","0.805","1.66","151","384","91","0"
7778,"8","18","144","2.25","0.472","1","2.52","68","144","27","0"
7779,"10","125","1250","12.5","0.456","0.862","2.92","570","1078","195","0"
7780,"9","43","387","4.778","0.47","0.948","3.31","182","367","55","0"
7781,"9","46","414","5.111","0.29","0.838","2.18","120","347","55","0"
7783,"1","39","39","39","0.897","1","8.75","35","39","4","0"
7784,"11","22","242","2","0.293","0.798","2.37","71","193","30","0"
7785,"11","67","737","6.091","0.269","0.689","2.96","198","508","67","0"
7786,"7","123","861","17.571","0.265","0.626","1.66","228","539","137","0"
7787,"9","21","189","2.333","0.365","0.905","2.3","69","171","30","0"
7788,"10","67","670","6.7","0.3","0.745","2.14","201","499","94","0"
7789,"8","32","256","4","0.402","0.898","1.81","103","230","57","0"
7790,"9","12","108","1.333","0.444","1","1.85","48","108","26","0"
7791,"11","94","1034","8.545","0.257","0.604","2.18","266","625","122","0"
7792,"12","73","876","6.083","0.259","0.743","2.1","227","651","108","0"
7793,"9","81","729","9","0.322","0.819","2.22","235","597","106","0"
7795,"9","75","675","8.333","0.369","0.936","2.09","249","632","119","0"
7796,"12","27","324","2.25","0.318","0.898","2.64","103","291","39","0"
7797,"9","21","189","2.333","0.323","0.81","1.79","61","153","34","0"
7798,"10","101","1010","10.1","0.442","0.855","2.92","446","864","153","0"
7799,"12","118","1416","9.833","0.255","0.7","2.06","361","991","175","0"
7800,"8","59","472","7.375","0.206","0.691","3.13","97","326","31","0"
7801,"10","9","90","0.9","0.522","0.656","9.4","47","59","5","0"
7803,"9","20","180","2.222","0.3","0.972","1.74","54","175","31","0"
7804,"8","83","664","10.375","0.398","0.94","2.15","264","624","123","0"
7805,"8","82","656","10.25","0.358","0.84","2.24","235","551","105","0"
7806,"9","63","567","7","0.284","0.908","1.96","161","515","82","0"
7807,"8","83","664","10.375","0.294","0.955","2.17","195","634","90","0"
7808,"11","62","682","5.636","0.218","0.705","1.62","149","481","92","0"
7809,"9","83","747","9.222","0.289","0.751","1.93","216","561","112","0"
7810,"9","32","288","3.556","0.302","0.674","2.17","87","194","40","0"
7811,"10","116","1160","11.6","0.273","0.797","1.7","317","925","186","0"
7812,"8","43","344","5.375","0.494","0.953","3.4","170","328","50","0"
7814,"8","42","336","5.25","0.423","0.979","2.37","142","329","60","0"
7815,"10","131","1310","13.1","0.487","0.856","2.94","638","1121","217","0"
7816,"11","89","979","8.091","0.17","0.706","2.72","166","691","61","0"
7817,"12","230","2760","19.167","0.164","0.57","3.48","453","1572","130","0"
7818,"13","116","1508","8.923","0.279","0.658","2.3","421","992","183","0"
7819,"7","49","343","7","0.297","0.641","2.08","102","220","49","0"
7820,"12","118","1416","9.833","0.309","0.726","2.42","438","1028","181","0"
7825,"7","116","812","16.571","0.262","0.788","1.84","213","640","116","0"
7826,"3","54","162","18","0.364","0.519","8.43","59","84","7","0"
7827,"6","181","1086","30.167","0.298","0.684","1.69","324","743","192","0"
7828,"10","33","330","3.3","0.394","0.645","3.25","130","213","40","0"
7829,"13","408","5304","31.385","0.281","0.677","2.58","1492","3591","579","0"
7830,"13","151","1963","11.615","0.302","0.726","2.59","593","1425","229","0"
7831,"12","103","1236","8.583","0.353","0.724","2.55","436","895","171","0"
7834,"7","114","798","16.286","0.253","0.741","1.77","202","591","114","0"
7836,"8","17","136","2.125","0.456","0.824","2.38","62","112","26","0"
7837,"7","28","196","4","0.337","0.99","2.13","66","194","31","0"
7838,"22","71","1562","3.227","0.487","0.834","10.13","760","1302","75","0"
7839,"15","136","2040","9.067","0.24","0.748","2.81","489","1526","174","0"
7840,"7","181","1267","25.857","0.316","0.758","1.65","400","961","242","0"
7841,"9","93","837","10.333","0.278","0.847","1.66","233","709","140","0"
7843,"8","40","320","5","0.481","0.988","2.61","154","316","59","0"
7845,"12","129","1548","10.75","0.303","0.711","2.51","469","1100","187","0"
7846,"12","104","1248","8.667","0.335","0.758","2.46","418","946","170","0"
7848,"8","93","744","11.625","0.324","0.835","1.99","241","621","121","0"
7849,"9","62","558","6.889","0.348","0.869","2.23","194","485","87","0"
7850,"13","409","5317","31.462","0.312","0.602","3.03","1657","3200","547","0"
7851,"13","121","1573","9.308","0.376","0.69","3.72","591","1086","159","0"
7853,"13","277","3601","21.308","0.293","0.636","2.59","1054","2292","407","0"
7854,"10","33","330","3.3","0.327","0.742","2.35","108","245","46","0"
7855,"9","108","972","12","0.449","0.868","2.55","436","844","171","0"
7856,"14","116","1624","8.286","0.27","0.649","2.12","439","1054","207","0"
7857,"6","90","540","15","0.394","0.804","2.2","213","434","97","0"
7858,"7","16","112","2.286","0.464","0.884","3.25","52","99","16","0"
7859,"22","69","1518","3.136","0.516","0.848","10.59","784","1287","74","0"
7861,"33","160","5280","4.848","0.219","0.389","6.34","1154","2054","182","0"
7863,"11","37","407","3.364","0.371","0.899","2.01","151","366","75","0"
7864,"12","497","5964","41.417","0.269","0.594","2.44","1605","3544","658","0"
7865,"12","50","600","4.167","0.345","0.627","2.72","207","376","76","0"
7866,"7","46","322","6.571","0.298","0.994","2.18","96","320","44","0"
7867,"7","172","1204","24.571","0.294","0.967","2.07","354","1164","171","0"
7868,"22","71","1562","3.227","0.536","0.876","11.64","838","1368","72","0"
7869,"6","189","1134","31.5","0.324","0.83","1.62","367","941","227","0"
7870,"8","70","560","8.75","0.298","0.914","1.76","167","512","95","0"
7872,"9","33","297","3.667","0.33","0.845","1.81","98","251","54","0"
7873,"5","27","135","5.4","0.407","0.815","2.12","55","110","26","0"
7874,"11","337","3707","30.636","0.179","0.648","2.09","664","2402","318","0"
7876,"22","70","1540","3.182","0.525","0.838","11.54","808","1290","70","0"
7877,"8","69","552","8.625","0.312","0.842","1.91","172","465","90","0"
7878,"10","127","1270","12.7","0.388","0.798","2.35","493","1014","210","0"
7879,"9","91","819","10.111","0.233","0.789","1.71","191","646","112","0"
7880,"11","30","330","2.727","0.379","0.739","3.05","125","244","41","0"
7881,"11","104","1144","9.455","0.377","0.779","2.57","431","891","168","0"
7883,"10","121","1210","12.1","0.415","0.879","2.61","502","1063","192","0"
7885,"12","414","4968","34.5","0.313","0.734","2.3","1554","3646","675","0"
7886,"12","69","828","5.75","0.4","0.74","3.48","331","613","95","0"
7887,"12","105","1260","8.75","0.37","0.717","2.91","466","903","160","0"
7890,"9","108","972","12","0.389","0.88","2.22","378","855","170","0"
7891,"3","3","9","1","0.778","0.778","7","7","7","1","0"
7892,"24","64","1536","2.667","0.227","0.57","3.38","348","875","103","0"
7893,"10","197","1970","19.7","0.245","0.751","1.87","482","1479","258","0"
7896,"7","41","287","5.857","0.425","0.993","1.97","122","285","62","0"
7898,"10","271","2710","27.1","0.267","0.698","1.96","724","1892","369","0"
7901,"8","271","2168","33.875","0.314","0.819","1.82","681","1775","375","0"
7904,"6","17","102","2.833","0.343","0.873","1.3","35","89","27","0"
7905,"10","271","2710","27.1","0.197","0.748","1.38","533","2027","386","0"
7907,"10","271","2710","27.1","0.199","0.717","1.42","540","1942","381","0"
7909,"10","100","1000","10","0.212","0.702","1.45","212","702","146","0"
7910,"8","240","1920","30","0.193","0.635","1.4","370","1220","264","0"
7911,"8","108","864","13.5","0.235","0.618","1.41","203","534","144","0"
7913,"11","271","2981","24.636","0.162","0.542","1.36","483","1616","355","0"
7915,"10","47","470","4.7","0.223","0.706","1.62","105","332","65","0"
7916,"11","189","2079","17.182","0.174","0.613","1.41","361","1275","256","0"
7917,"10","173","1730","17.3","0.09","0.375","1.52","155","649","102","0"
7918,"10","197","1970","19.7","0.144","0.589","1.25","284","1160","228","0"
7919,"8","96","768","12","0.111","0.479","1.35","85","368","63","0"
7920,"10","271","2710","27.1","0.176","0.574","1.39","476","1556","342","0"
7922,"9","175","1575","19.444","0.19","0.568","1.35","299","894","221","0"
7924,"7","14","98","2","0.357","0.867","1.75","35","85","20","0"
7926,"6","20","120","3.333","0.175","0.792","1.5","21","95","14","0"
7927,"8","99","792","12.375","0.199","0.662","1.39","158","524","114","0"
7928,"6","69","414","11.5","0.28","0.744","1.4","116","308","83","0"
7930,"5","38","190","7.6","0.426","0.989","1.42","81","188","57","0"
7931,"5","6","30","1.2","0.367","0.767","3.67","11","23","3","0"
7932,"7","8","56","1.143","0.357","1","2.86","20","56","7","0"
7933,"10","12","120","1.2","0.183","0.392","2.2","22","47","10","0"
7934,"7","41","287","5.857","0.213","0.861","1.33","61","247","46","0"
7935,"9","23","207","2.556","0.246","0.57","1.82","51","118","28","0"
7936,"8","17","136","2.125","0.265","0.566","1.71","36","77","21","0"
7937,"7","37","259","5.286","0.301","0.691","1.81","78","179","43","0"
7938,"7","54","378","7.714","0.267","0.619","1.42","101","234","71","0"
7939,"6","17","102","2.833","0.255","0.745","1.18","26","76","22","0"
7940,"7","41","287","5.857","0.185","0.638","1.51","53","183","35","0"
7941,"10","12","120","1.2","0.225","0.558","2.7","27","67","10","0"
7942,"7","16","112","2.286","0.25","0.527","2","28","59","14","0"
7943,"10","58","580","5.8","0.081","0.224","1.62","47","130","29","0"
7944,"9","8","72","0.889","0.264","1","1.27","19","72","15","0"
7945,"7","18","126","2.571","0.206","0.651","2.17","26","82","12","0"
7946,"7","4","28","0.571","0.286","0.964","8","8","27","1","0"
7947,"7","9","63","1.286","0.365","0.857","1.77","23","54","13","0"
7948,"7","30","210","4.286","0.352","0.79","1.54","74","166","48","0"
7949,"10","151","1510","15.1","0.193","0.77","1.48","291","1162","197","0"
7950,"8","81","648","10.125","0.221","0.591","1.29","143","383","111","0"
7951,"5","15","75","3","0.36","0.933","1.35","27","70","20","0"
7952,"5","5","25","1","0.44","1","1.57","11","25","7","0"
7954,"8","11","88","1.375","0.25","0.83","1.29","22","73","17","0"
7955,"7","19","133","2.714","0.361","0.917","1.5","48","122","32","0"
7957,"7","4","28","0.571","0.25","0.857","2.33","7","24","3","0"
7958,"7","17","119","2.429","0.286","0.916","1.31","34","109","26","0"
7959,"6","49","294","8.167","0.286","0.694","1.38","84","204","61","0"
7960,"7","30","210","4.286","0.305","0.871","1.64","64","183","39","0"
7961,"7","46","322","6.571","0.304","0.745","1.53","98","240","64","0"
7962,"9","21","189","2.333","0.206","0.778","1.22","39","147","32","0"
7963,"9","58","522","6.444","0.203","0.531","1.34","106","277","79","0"
7965,"9","19","171","2.111","0.222","0.673","1.31","38","115","29","0"
7966,"8","16","128","2","0.234","0.922","1.58","30","118","19","0"
7967,"7","13","91","1.857","0.363","0.934","2.2","33","85","15","0"
7968,"9","23","207","2.556","0.222","0.816","1.35","46","169","34","0"
7969,"5","7","35","1.4","0.457","1","2","16","35","8","0"
7970,"7","26","182","3.714","0.302","0.912","1.53","55","166","36","0"
7971,"7","18","126","2.571","0.27","0.825","1.31","34","104","26","0"
7972,"7","21","147","3","0.293","0.81","1.34","43","119","32","0"
7974,"7","24","168","3.429","0.232","0.851","1.22","39","143","32","0"
7975,"7","4","28","0.571","0.286","1","2","8","28","4","0"
7976,"7","11","77","1.571","0.403","0.974","1.48","31","75","21","0"
7977,"5","24","120","4.8","0.375","0.95","1.45","45","114","31","0"
7978,"9","39","351","4.333","0.239","0.624","1.53","84","219","55","0"
7979,"7","32","224","4.571","0.277","0.83","1.41","62","186","44","0"
7981,"6","7","42","1.167","0.357","0.762","2.14","15","32","7","0"
7984,"7","20","140","2.857","0.379","1","1.61","53","140","33","0"
7985,"7","23","161","3.286","0.286","0.677","1.59","46","109","29","0"
7986,"7","39","273","5.571","0.293","0.733","1.43","80","200","56","0"
7987,"8","39","312","4.875","0.224","0.824","1.21","70","257","58","0"
7988,"7","54","378","7.714","0.235","0.799","1.53","89","302","58","0"
7989,"7","17","119","2.429","0.227","0.891","1.5","27","106","18","0"
7991,"7","11","77","1.571","0.299","0.779","1.64","23","60","14","0"
7992,"7","16","112","2.286","0.286","0.705","1.88","32","79","17","0"
7993,"7","52","364","7.429","0.272","0.788","1.22","99","287","81","0"
7994,"9","37","333","4.111","0.228","0.586","1.27","76","195","60","0"
7996,"9","30","270","3.333","0.248","0.937","1.46","67","253","46","0"
7998,"7","14","98","2","0.306","0.959","1.3","30","94","23","0"
7999,"7","18","126","2.571","0.278","0.976","1.35","35","123","26","0"
8000,"7","5","35","0.714","0.257","1","1.13","9","35","8","0"
8001,"7","6","42","0.857","0.381","1","2.29","16","42","7","0"
8002,"7","38","266","5.429","0.338","0.729","1.55","90","194","58","0"
8003,"7","36","252","5.143","0.302","0.873","1.36","76","220","56","0"
8005,"7","20","140","2.857","0.229","0.864","1.19","32","121","27","0"
8006,"6","11","66","1.833","0.364","0.833","1.6","24","55","15","0"
8007,"7","32","224","4.571","0.272","0.862","1.53","61","193","40","0"
8008,"6","14","84","2.333","0.274","1","1.28","23","84","18","0"
8011,"7","20","140","2.857","0.329","1","1.48","46","140","31","0"
8013,"6","14","84","2.333","0.286","1","1.2","24","84","20","0"
8014,"4","20","80","5","0.388","0.925","1.41","31","74","22","0"
8015,"4","22","88","5.5","0.432","0.977","1.46","38","86","26","0"
8016,"9","29","261","3.222","0.23","0.613","1.3","60","160","46","0"
8017,"7","33","231","4.714","0.264","0.844","1.2","61","195","51","0"
8018,"7","19","133","2.714","0.203","0.406","2.25","27","54","12","0"
8019,"6","15","90","2.5","0.267","0.833","2","24","75","12","0"
8020,"7","24","168","3.429","0.268","0.708","1.61","45","119","28","0"
8021,"5","14","70","2.8","0.386","0.857","1.69","27","60","16","0"
8022,"8","4","32","0.5","0.25","0.344","8","8","11","1","0"
8024,"9","45","405","5","0.259","0.805","1.4","105","326","75","0"
8025,"8","47","376","5.875","0.266","0.604","1.56","100","227","64","0"
8027,"7","16","112","2.286","0.259","0.768","2.07","29","86","14","0"
8029,"9","5","45","0.556","0.244","0.622","1.83","11","28","6","0"
8030,"7","21","147","3","0.259","0.837","1.46","38","123","26","0"
8031,"7","11","77","1.571","0.416","0.818","2","32","63","16","0"
8033,"9","11","99","1.222","0.222","0.737","1.29","22","73","17","0"
8034,"7","25","175","3.571","0.303","0.709","1.51","53","124","35","0"
8035,"9","28","252","3.111","0.258","0.607","1.51","65","153","43","0"
8036,"7","43","301","6.143","0.319","0.801","1.41","96","241","68","0"
8037,"7","11","77","1.571","0.377","0.961","1.45","29","74","20","0"
8039,"6","11","66","1.833","0.379","0.818","1.67","25","54","15","0"
8040,"5","17","85","3.4","0.388","0.859","1.83","33","73","18","0"
8041,"6","38","228","6.333","0.377","0.833","1.51","86","190","57","0"
8042,"5","8","40","1.6","0.55","0.95","1.83","22","38","12","0"
8043,"5","12","60","2.4","0.55","0.983","2.2","33","59","15","0"
8044,"5","32","160","6.4","0.406","1","1.41","65","160","46","0"
8046,"9","30","270","3.333","0.285","0.6","1.51","77","162","51","0"
8047,"7","11","77","1.571","0.364","0.909","1.75","28","70","16","0"
8049,"7","15","105","2.143","0.371","0.829","1.77","39","87","22","0"
8050,"9","82","738","9.111","0.245","0.562","1.48","181","415","122","0"
8051,"5","4","20","0.8","0.5","0.7","10","10","14","1","0"
8052,"7","25","175","3.571","0.371","1","1.63","65","175","40","0"
8053,"6","19","114","3.167","0.316","0.886","1.8","36","101","20","0"
8054,"8","41","328","5.125","0.21","0.662","1.44","69","217","48","0"
8055,"7","54","378","7.714","0.286","0.878","1.4","108","332","77","0"
8056,"6","8","48","1.333","0.313","0.875","1.07","15","42","14","0"
